"","sample_id","phylo_div","SR"
"18267","SC1_2013__Alignier 1 14 262__2008-05-29",18,8
"18268","SC1_2013__Alignier 1 14 263__2008-05-29",22,10
"18269","SC1_2013__Alignier 1 14 264__2008-05-29",19,8
"18270","SC1_2013__Alignier 1 14 265__2008-05-29",18,8
"18271","SC1_2013__Alignier 1 14 266__2008-05-29",18,8
"18272","SC1_2013__Alignier 1 14 267__2008-05-29",15,6
"18273","SC1_2013__Alignier 1 14 268__2008-05-29",15,6
"18274","SC1_2013__Alignier 1 14 269__2008-05-29",15,6
"18275","SC1_2013__Alignier 1 14 270__2008-05-29",21,9
"18276","SC1_2013__Alignier 1 14 271__2008-05-29",15,6
"18277","SC1_2013__Alignier 1 14 272__2008-05-29",11,4
"18278","SC1_2013__Alignier 1 14 273__2008-05-29",15,6
"18279","SC1_2013__Alignier 1 14 274__2008-05-29",15,6
"18280","SC1_2013__Alignier 1 14 275__2008-05-29",21,9
"18281","SC1_2013__Alignier 1 14 276__2008-05-29",19,8
"18282","SC1_2013__Alignier 1 14 277__2008-05-29",18,8
"18283","SC1_2013__Alignier 1 14 278__2008-05-29",27,13
"18284","SC1_2013__Alignier 1 14 279__2008-05-29",24,10
"18285","SC1_2013__Alignier 1 14 280__2008-05-29",25,12
"18286","SC1_2013__Alignier 1 15 281__2008-05-29",15,6
"18287","SC1_2013__Alignier 1 15 282__2008-05-29",16,7
"18288","SC1_2013__Alignier 1 15 283__2008-05-29",24,11
"18289","SC1_2013__Alignier 1 15 284__2008-05-29",20,9
"18290","SC1_2013__Alignier 1 15 285__2008-05-29",21,9
"18291","SC1_2013__Alignier 1 15 286__2008-05-29",22,10
"18292","SC1_2013__Alignier 1 15 287__2008-05-29",16,7
"18293","SC1_2013__Alignier 1 15 288__2008-05-29",17,7
"18294","SC1_2013__Alignier 1 15 289__2008-05-29",16,7
"18295","SC1_2013__Alignier 1 15 290__2008-05-29",18,8
"18296","SC1_2013__Alignier 1 15 291__2008-05-29",15,6
"18297","SC1_2013__Alignier 1 15 292__2008-05-29",18,8
"18298","SC1_2013__Alignier 1 15 293__2008-05-29",19,8
"18299","SC1_2013__Alignier 1 15 294__2008-05-29",17,7
"18300","SC1_2013__Alignier 1 15 295__2008-05-29",19,8
"18301","SC1_2013__Alignier 1 15 296__2008-05-29",11,4
"18302","SC1_2013__Alignier 1 15 297__2008-05-29",13,5
"18303","SC1_2013__Alignier 1 15 298__2008-05-29",15,6
"18304","SC1_2013__Alignier 1 15 299__2008-05-29",13,5
"18305","SC1_2013__Alignier 1 15 300__2008-05-29",14,6
"18306","SC1_2013__Alignier 1 16 301__2008-06-02",15,6
"18307","SC1_2013__Alignier 1 16 302__2008-06-02",19,8
"18308","SC1_2013__Alignier 1 16 303__2008-06-02",23,10
"18309","SC1_2013__Alignier 1 16 304__2008-06-02",22,10
"18310","SC1_2013__Alignier 1 16 305__2008-06-02",23,11
"18311","SC1_2013__Alignier 1 16 306__2008-06-02",22,10
"18312","SC1_2013__Alignier 1 16 307__2008-06-02",22,10
"18313","SC1_2013__Alignier 1 16 308__2008-06-02",22,10
"18314","SC1_2013__Alignier 1 16 309__2008-06-02",25,12
"18315","SC1_2013__Alignier 1 16 310__2008-06-02",23,11
"18316","SC1_2013__Alignier 1 16 311__2008-06-02",19,8
"18317","SC1_2013__Alignier 1 16 312__2008-06-02",19,8
"18318","SC1_2013__Alignier 1 16 313__2008-06-02",20,9
"18319","SC1_2013__Alignier 1 16 314__2008-06-02",15,6
"18320","SC1_2013__Alignier 1 16 315__2008-06-02",17,7
"18321","SC1_2013__Alignier 1 16 316__2008-06-02",15,6
"18322","SC1_2013__Alignier 1 16 317__2008-06-02",15,6
"18323","SC1_2013__Alignier 1 16 318__2008-06-02",17,7
"18324","SC1_2013__Alignier 1 16 319__2008-06-02",18,8
"18325","SC1_2013__Alignier 1 16 320__2008-06-02",13,5
"18326","SC1_2013__Alignier 1 17 321__2008-05-28",21,9
"18327","SC1_2013__Alignier 1 17 322__2008-05-28",17,7
"18328","SC1_2013__Alignier 1 17 323__2008-05-28",23,10
"18329","SC1_2013__Alignier 1 17 324__2008-05-28",21,9
"18330","SC1_2013__Alignier 1 17 325__2008-05-28",22,10
"18331","SC1_2013__Alignier 1 17 326__2008-05-28",16,7
"18332","SC1_2013__Alignier 1 17 327__2008-05-28",13,5
"18333","SC1_2013__Alignier 1 17 328__2008-05-28",15,6
"18334","SC1_2013__Alignier 1 17 329__2008-05-28",23,10
"18335","SC1_2013__Alignier 1 17 330__2008-05-28",25,11
"18336","SC1_2013__Alignier 1 17 331__2008-05-28",23,10
"18337","SC1_2013__Alignier 1 17 332__2008-05-28",24,11
"18338","SC1_2013__Alignier 1 17 333__2008-05-28",19,8
"18339","SC1_2013__Alignier 1 17 334__2008-05-28",15,6
"18340","SC1_2013__Alignier 1 17 335__2008-05-28",17,7
"18341","SC1_2013__Alignier 1 17 336__2008-05-28",22,10
"18342","SC1_2013__Alignier 1 17 337__2008-05-28",18,8
"18343","SC1_2013__Alignier 1 17 338__2008-05-28",23,11
"18344","SC1_2013__Alignier 1 17 339__2008-05-28",21,9
"18345","SC1_2013__Alignier 1 17 340__2008-05-28",19,8
"18346","SC1_2013__Alignier 1 18 341__2008-05-28",24,10
"18347","SC1_2013__Alignier 1 18 342__2008-05-28",18,7
"18348","SC1_2013__Alignier 1 18 343__2008-05-28",20,8
"18349","SC1_2013__Alignier 1 18 344__2008-05-28",19,8
"18350","SC1_2013__Alignier 1 18 345__2008-05-28",21,9
"18351","SC1_2013__Alignier 1 18 346__2008-05-28",14,6
"18352","SC1_2013__Alignier 1 18 347__2008-05-28",19,8
"18353","SC1_2013__Alignier 1 18 348__2008-05-28",17,7
"18354","SC1_2013__Alignier 1 18 349__2008-05-28",11,4
"18355","SC1_2013__Alignier 1 18 350__2008-05-28",13,5
"18356","SC1_2013__Alignier 1 18 351__2008-05-28",13,5
"18357","SC1_2013__Alignier 1 18 352__2008-05-28",15,6
"18358","SC1_2013__Alignier 1 18 353__2008-05-28",13,5
"18359","SC1_2013__Alignier 1 18 354__2008-05-28",15,6
"18360","SC1_2013__Alignier 1 18 355__2008-05-28",17,7
"18361","SC1_2013__Alignier 1 18 356__2008-05-28",15,6
"18362","SC1_2013__Alignier 1 18 357__2008-05-28",17,7
"18363","SC1_2013__Alignier 1 18 358__2008-05-28",16,7
"18364","SC1_2013__Alignier 1 18 359__2008-05-28",13,5
"18365","SC1_2013__Alignier 1 18 360__2008-05-28",17,7
"18366","SC1_2013__Alignier 1 19 361__2008-05-29",19,8
"18367","SC1_2013__Alignier 1 19 362__2008-05-29",17,7
"18368","SC1_2013__Alignier 1 19 363__2008-05-29",17,7
"18369","SC1_2013__Alignier 1 19 364__2008-05-29",21,9
"18370","SC1_2013__Alignier 1 19 365__2008-05-29",19,8
"18371","SC1_2013__Alignier 1 19 366__2008-05-29",15,6
"18372","SC1_2013__Alignier 1 19 367__2008-05-29",13,5
"18373","SC1_2013__Alignier 1 19 368__2008-05-29",15,6
"18374","SC1_2013__Alignier 1 19 369__2008-05-29",11,4
"18375","SC1_2013__Alignier 1 19 370__2008-05-29",11,4
"18376","SC1_2013__Alignier 1 19 371__2008-05-29",13,5
"18377","SC1_2013__Alignier 1 19 372__2008-05-29",14,6
"18378","SC1_2013__Alignier 1 19 373__2008-05-29",16,7
"18379","SC1_2013__Alignier 1 19 374__2008-05-29",14,6
"18380","SC1_2013__Alignier 1 19 375__2008-05-29",13,5
"18381","SC1_2013__Alignier 1 19 376__2008-05-29",13,5
"18382","SC1_2013__Alignier 1 19 377__2008-05-29",18,8
"18383","SC1_2013__Alignier 1 19 378__2008-05-29",18,8
"18384","SC1_2013__Alignier 1 19 379__2008-05-29",16,7
"18385","SC1_2013__Alignier 1 19 380__2008-05-29",18,8
"18386","SC1_2013__Alignier 1 2 21__2008-05-26",29,13
"18387","SC1_2013__Alignier 1 2 22__2008-05-26",25,11
"18388","SC1_2013__Alignier 1 2 23__2008-05-26",31,14
"18389","SC1_2013__Alignier 1 2 24__2008-05-26",37,17
"18390","SC1_2013__Alignier 1 2 25__2008-05-26",33,16
"18391","SC1_2013__Alignier 1 2 26__2008-05-26",31,15
"18392","SC1_2013__Alignier 1 2 27__2008-05-26",26,12
"18393","SC1_2013__Alignier 1 2 28__2008-05-26",25,12
"18394","SC1_2013__Alignier 1 2 29__2008-05-26",21,9
"18395","SC1_2013__Alignier 1 2 30__2008-05-26",20,9
"18396","SC1_2013__Alignier 1 2 31__2008-05-26",18,8
"18397","SC1_2013__Alignier 1 2 32__2008-05-26",23,10
"18398","SC1_2013__Alignier 1 2 33__2008-05-26",19,8
"18399","SC1_2013__Alignier 1 2 34__2008-05-26",19,8
"18400","SC1_2013__Alignier 1 2 35__2008-05-26",11,4
"18401","SC1_2013__Alignier 1 2 36__2008-05-26",13,5
"18402","SC1_2013__Alignier 1 2 37__2008-05-26",15,7
"18403","SC1_2013__Alignier 1 2 38__2008-05-26",19,9
"18404","SC1_2013__Alignier 1 2 39__2008-05-26",16,7
"18405","SC1_2013__Alignier 1 2 40__2008-05-26",19,8
"18406","SC1_2013__Alignier 1 20 381__2008-05-28",19,8
"18407","SC1_2013__Alignier 1 20 382__2008-05-28",23,10
"18408","SC1_2013__Alignier 1 20 383__2008-05-28",22,10
"18409","SC1_2013__Alignier 1 20 384__2008-05-28",17,7
"18410","SC1_2013__Alignier 1 20 385__2008-05-28",23,10
"18411","SC1_2013__Alignier 1 20 386__2008-05-28",17,7
"18412","SC1_2013__Alignier 1 20 387__2008-05-28",13,5
"18413","SC1_2013__Alignier 1 20 388__2008-05-28",17,7
"18414","SC1_2013__Alignier 1 20 389__2008-05-28",17,7
"18415","SC1_2013__Alignier 1 20 390__2008-05-28",17,7
"18416","SC1_2013__Alignier 1 20 391__2008-05-28",17,7
"18417","SC1_2013__Alignier 1 20 392__2008-05-28",17,7
"18418","SC1_2013__Alignier 1 20 393__2008-05-28",23,10
"18419","SC1_2013__Alignier 1 20 394__2008-05-28",18,8
"18420","SC1_2013__Alignier 1 20 395__2008-05-28",13,5
"18421","SC1_2013__Alignier 1 20 396__2008-05-28",15,6
"18422","SC1_2013__Alignier 1 20 397__2008-05-28",17,7
"18423","SC1_2013__Alignier 1 20 398__2008-05-28",19,8
"18424","SC1_2013__Alignier 1 20 399__2008-05-28",17,7
"18425","SC1_2013__Alignier 1 20 400__2008-05-28",15,6
"18426","SC1_2013__Alignier 1 21 401__2008-05-28",11,4
"18427","SC1_2013__Alignier 1 21 402__2008-05-28",15,6
"18428","SC1_2013__Alignier 1 21 403__2008-05-28",13,5
"18429","SC1_2013__Alignier 1 21 404__2008-05-28",17,7
"18430","SC1_2013__Alignier 1 21 405__2008-05-28",17,7
"18431","SC1_2013__Alignier 1 21 406__2008-05-28",15,6
"18432","SC1_2013__Alignier 1 21 407__2008-05-28",13,5
"18433","SC1_2013__Alignier 1 21 408__2008-05-28",17,7
"18434","SC1_2013__Alignier 1 21 409__2008-05-28",13,5
"18435","SC1_2013__Alignier 1 21 410__2008-05-28",11,4
"18436","SC1_2013__Alignier 1 21 411__2008-05-28",17,7
"18437","SC1_2013__Alignier 1 21 412__2008-05-28",17,7
"18438","SC1_2013__Alignier 1 21 413__2008-05-28",13,5
"18439","SC1_2013__Alignier 1 21 414__2008-05-28",15,6
"18440","SC1_2013__Alignier 1 21 415__2008-05-28",11,4
"18441","SC1_2013__Alignier 1 21 416__2008-05-28",15,6
"18442","SC1_2013__Alignier 1 21 417__2008-05-28",12,5
"18443","SC1_2013__Alignier 1 21 418__2008-05-28",17,7
"18444","SC1_2013__Alignier 1 21 419__2008-05-28",11,4
"18445","SC1_2013__Alignier 1 21 420__2008-05-28",16,7
"18446","SC1_2013__Alignier 1 22 421__2008-06-11",20,9
"18447","SC1_2013__Alignier 1 22 422__2008-06-11",18,8
"18448","SC1_2013__Alignier 1 22 423__2008-06-11",21,9
"18449","SC1_2013__Alignier 1 22 424__2008-06-11",22,10
"18450","SC1_2013__Alignier 1 22 425__2008-06-11",22,10
"18451","SC1_2013__Alignier 1 22 426__2008-06-11",22,10
"18452","SC1_2013__Alignier 1 22 427__2008-06-11",26,12
"18453","SC1_2013__Alignier 1 22 428__2008-06-11",20,9
"18454","SC1_2013__Alignier 1 22 429__2008-06-11",20,9
"18455","SC1_2013__Alignier 1 22 430__2008-06-11",23,10
"18456","SC1_2013__Alignier 1 22 431__2008-06-11",19,8
"18457","SC1_2013__Alignier 1 22 432__2008-06-11",20,9
"18458","SC1_2013__Alignier 1 22 433__2008-06-11",20,9
"18459","SC1_2013__Alignier 1 22 434__2008-06-11",17,7
"18460","SC1_2013__Alignier 1 22 435__2008-06-11",19,8
"18461","SC1_2013__Alignier 1 22 436__2008-06-11",20,9
"18462","SC1_2013__Alignier 1 22 437__2008-06-11",21,10
"18463","SC1_2013__Alignier 1 22 438__2008-06-11",21,9
"18464","SC1_2013__Alignier 1 22 439__2008-06-11",20,9
"18465","SC1_2013__Alignier 1 22 440__2008-06-11",22,10
"18466","SC1_2013__Alignier 1 23 441__2008-06-20",17,7
"18467","SC1_2013__Alignier 1 23 442__2008-06-20",15,6
"18468","SC1_2013__Alignier 1 23 443__2008-06-20",15,6
"18469","SC1_2013__Alignier 1 23 444__2008-06-20",17,7
"18470","SC1_2013__Alignier 1 23 445__2008-06-20",17,7
"18471","SC1_2013__Alignier 1 23 446__2008-06-20",17,7
"18472","SC1_2013__Alignier 1 23 447__2008-06-20",17,7
"18473","SC1_2013__Alignier 1 23 448__2008-06-20",15,6
"18474","SC1_2013__Alignier 1 23 449__2008-06-20",15,6
"18475","SC1_2013__Alignier 1 23 450__2008-06-20",17,7
"18476","SC1_2013__Alignier 1 23 451__2008-06-20",17,7
"18477","SC1_2013__Alignier 1 23 452__2008-06-20",20,9
"18478","SC1_2013__Alignier 1 23 453__2008-06-20",19,8
"18479","SC1_2013__Alignier 1 23 454__2008-06-20",21,9
"18480","SC1_2013__Alignier 1 23 455__2008-06-20",17,7
"18481","SC1_2013__Alignier 1 23 456__2008-06-20",19,8
"18482","SC1_2013__Alignier 1 23 457__2008-06-20",17,7
"18483","SC1_2013__Alignier 1 23 458__2008-06-20",18,7
"18484","SC1_2013__Alignier 1 23 459__2008-06-20",18,7
"18485","SC1_2013__Alignier 1 23 460__2008-06-20",18,7
"18486","SC1_2013__Alignier 1 24 461__2008-06-11",17,7
"18487","SC1_2013__Alignier 1 24 462__2008-06-11",17,7
"18488","SC1_2013__Alignier 1 24 463__2008-06-11",15,6
"18489","SC1_2013__Alignier 1 24 464__2008-06-11",13,5
"18490","SC1_2013__Alignier 1 24 465__2008-06-11",13,5
"18491","SC1_2013__Alignier 1 24 466__2008-06-11",11,4
"18492","SC1_2013__Alignier 1 24 467__2008-06-11",16,7
"18493","SC1_2013__Alignier 1 24 468__2008-06-11",15,6
"18494","SC1_2013__Alignier 1 24 469__2008-06-11",17,7
"18495","SC1_2013__Alignier 1 24 470__2008-06-11",21,9
"18496","SC1_2013__Alignier 1 24 471__2008-06-11",22,10
"18497","SC1_2013__Alignier 1 24 472__2008-06-11",20,9
"18498","SC1_2013__Alignier 1 24 473__2008-06-11",23,10
"18499","SC1_2013__Alignier 1 24 474__2008-06-11",19,8
"18500","SC1_2013__Alignier 1 24 475__2008-06-11",20,9
"18501","SC1_2013__Alignier 1 24 476__2008-06-11",15,6
"18502","SC1_2013__Alignier 1 24 477__2008-06-11",19,8
"18503","SC1_2013__Alignier 1 24 478__2008-06-11",21,9
"18504","SC1_2013__Alignier 1 24 479__2008-06-11",15,6
"18505","SC1_2013__Alignier 1 24 480__2008-06-11",15,6
"18506","SC1_2013__Alignier 1 25 481__2008-06-07",16,7
"18507","SC1_2013__Alignier 1 25 482__2008-06-07",18,8
"18508","SC1_2013__Alignier 1 25 483__2008-06-07",21,10
"18509","SC1_2013__Alignier 1 25 484__2008-06-07",19,9
"18510","SC1_2013__Alignier 1 25 485__2008-06-07",19,8
"18511","SC1_2013__Alignier 1 25 486__2008-06-07",25,11
"18512","SC1_2013__Alignier 1 25 487__2008-06-07",20,9
"18513","SC1_2013__Alignier 1 25 488__2008-06-07",22,10
"18514","SC1_2013__Alignier 1 25 489__2008-06-07",23,10
"18515","SC1_2013__Alignier 1 25 490__2008-06-07",25,12
"18516","SC1_2013__Alignier 1 25 491__2008-06-07",32,15
"18517","SC1_2013__Alignier 1 25 492__2008-06-07",27,13
"18518","SC1_2013__Alignier 1 25 493__2008-06-07",36,18
"18519","SC1_2013__Alignier 1 25 494__2008-06-07",29,14
"18520","SC1_2013__Alignier 1 25 495__2008-06-07",24,11
"18521","SC1_2013__Alignier 1 25 496__2008-06-07",27,12
"18522","SC1_2013__Alignier 1 25 497__2008-06-07",26,12
"18523","SC1_2013__Alignier 1 25 498__2008-06-07",26,12
"18524","SC1_2013__Alignier 1 25 499__2008-06-07",23,10
"18525","SC1_2013__Alignier 1 25 500__2008-06-07",33,17
"18526","SC1_2013__Alignier 1 26 501__2008-06-05",22,9
"18527","SC1_2013__Alignier 1 26 502__2008-06-05",25,11
"18528","SC1_2013__Alignier 1 26 503__2008-06-05",30,14
"18529","SC1_2013__Alignier 1 26 504__2008-06-05",33,15
"18530","SC1_2013__Alignier 1 26 505__2008-06-05",21,9
"18531","SC1_2013__Alignier 1 26 506__2008-06-05",19,8
"18532","SC1_2013__Alignier 1 26 507__2008-06-05",20,8
"18533","SC1_2013__Alignier 1 26 508__2008-06-05",23,11
"18534","SC1_2013__Alignier 1 26 509__2008-06-05",31,15
"18535","SC1_2013__Alignier 1 26 510__2008-06-05",27,12
"18536","SC1_2013__Alignier 1 26 511__2008-06-05",21,9
"18537","SC1_2013__Alignier 1 26 512__2008-06-05",23,10
"18538","SC1_2013__Alignier 1 26 513__2008-06-05",20,8
"18539","SC1_2013__Alignier 1 26 514__2008-06-05",24,10
"18540","SC1_2013__Alignier 1 26 515__2008-06-05",26,12
"18541","SC1_2013__Alignier 1 26 516__2008-06-05",25,12
"18542","SC1_2013__Alignier 1 26 517__2008-06-05",27,13
"18543","SC1_2013__Alignier 1 26 518__2008-06-05",17,7
"18544","SC1_2013__Alignier 1 26 519__2008-06-05",26,12
"18545","SC1_2013__Alignier 1 26 520__2008-06-05",31,15
"18546","SC1_2013__Alignier 1 27 521__2008-06-05",21,9
"18547","SC1_2013__Alignier 1 27 522__2008-06-05",21,9
"18548","SC1_2013__Alignier 1 27 523__2008-06-05",21,9
"18549","SC1_2013__Alignier 1 27 524__2008-06-05",28,13
"18550","SC1_2013__Alignier 1 27 525__2008-06-05",20,9
"18551","SC1_2013__Alignier 1 27 526__2008-06-05",21,9
"18552","SC1_2013__Alignier 1 27 527__2008-06-05",18,8
"18553","SC1_2013__Alignier 1 27 528__2008-06-05",26,12
"18554","SC1_2013__Alignier 1 27 529__2008-06-05",27,12
"18555","SC1_2013__Alignier 1 27 530__2008-06-05",28,13
"18556","SC1_2013__Alignier 1 27 531__2008-06-05",27,12
"18557","SC1_2013__Alignier 1 27 532__2008-06-05",23,10
"18558","SC1_2013__Alignier 1 27 533__2008-06-05",27,12
"18559","SC1_2013__Alignier 1 27 534__2008-06-05",29,13
"18560","SC1_2013__Alignier 1 27 535__2008-06-05",35,17
"18561","SC1_2013__Alignier 1 27 536__2008-06-05",35,16
"18562","SC1_2013__Alignier 1 27 537__2008-06-05",32,15
"18563","SC1_2013__Alignier 1 27 538__2008-06-05",38,19
"18564","SC1_2013__Alignier 1 27 539__2008-06-05",34,16
"18565","SC1_2013__Alignier 1 27 540__2008-06-05",33,15
"18566","SC1_2013__Alignier 1 28 541__2008-06-10",15,6
"18567","SC1_2013__Alignier 1 28 542__2008-06-10",15,6
"18568","SC1_2013__Alignier 1 28 543__2008-06-10",17,7
"18569","SC1_2013__Alignier 1 28 544__2008-06-10",19,8
"18570","SC1_2013__Alignier 1 28 545__2008-06-10",19,8
"18571","SC1_2013__Alignier 1 28 546__2008-06-10",21,9
"18572","SC1_2013__Alignier 1 28 547__2008-06-10",19,8
"18573","SC1_2013__Alignier 1 28 548__2008-06-10",22,10
"18574","SC1_2013__Alignier 1 28 549__2008-06-10",22,10
"18575","SC1_2013__Alignier 1 28 550__2008-06-10",23,10
"18576","SC1_2013__Alignier 1 28 551__2008-06-10",29,14
"18577","SC1_2013__Alignier 1 28 552__2008-06-10",28,14
"18578","SC1_2013__Alignier 1 28 553__2008-06-10",27,12
"18579","SC1_2013__Alignier 1 28 554__2008-06-10",29,14
"18580","SC1_2013__Alignier 1 28 555__2008-06-10",19,8
"18581","SC1_2013__Alignier 1 28 556__2008-06-10",17,7
"18582","SC1_2013__Alignier 1 28 557__2008-06-10",23,10
"18583","SC1_2013__Alignier 1 28 558__2008-06-10",24,11
"18584","SC1_2013__Alignier 1 28 559__2008-06-10",24,11
"18585","SC1_2013__Alignier 1 28 560__2008-06-10",25,11
"18586","SC1_2013__Alignier 1 3 41__2008-05-26",16,7
"18587","SC1_2013__Alignier 1 3 42__2008-05-26",26,12
"18588","SC1_2013__Alignier 1 3 43__2008-05-26",28,14
"18589","SC1_2013__Alignier 1 3 44__2008-05-26",28,14
"18590","SC1_2013__Alignier 1 3 45__2008-05-26",26,12
"18591","SC1_2013__Alignier 1 3 46__2008-05-26",21,9
"18592","SC1_2013__Alignier 1 3 47__2008-05-26",18,8
"18593","SC1_2013__Alignier 1 3 48__2008-05-26",18,8
"18594","SC1_2013__Alignier 1 3 49__2008-05-26",16,7
"18595","SC1_2013__Alignier 1 3 50__2008-05-26",18,8
"18596","SC1_2013__Alignier 1 3 51__2008-05-26",15,6
"18597","SC1_2013__Alignier 1 3 52__2008-05-26",14,6
"18598","SC1_2013__Alignier 1 3 53__2008-05-26",18,8
"18599","SC1_2013__Alignier 1 3 54__2008-05-26",15,6
"18600","SC1_2013__Alignier 1 3 55__2008-05-26",28,13
"18601","SC1_2013__Alignier 1 3 56__2008-05-26",24,11
"18602","SC1_2013__Alignier 1 3 57__2008-05-26",23,11
"18603","SC1_2013__Alignier 1 3 58__2008-05-26",23,11
"18604","SC1_2013__Alignier 1 3 59__2008-05-26",30,16
"18605","SC1_2013__Alignier 1 3 60__2008-05-26",26,13
"18606","SC1_2013__Alignier 1 4 61__2008-06-03",15,6
"18607","SC1_2013__Alignier 1 4 62__2008-06-03",25,11
"18608","SC1_2013__Alignier 1 4 63__2008-06-03",21,9
"18609","SC1_2013__Alignier 1 4 64__2008-06-03",25,11
"18610","SC1_2013__Alignier 1 4 65__2008-06-03",25,11
"18611","SC1_2013__Alignier 1 4 66__2008-06-03",17,7
"18612","SC1_2013__Alignier 1 4 67__2008-06-03",19,8
"18613","SC1_2013__Alignier 1 4 68__2008-06-03",22,10
"18614","SC1_2013__Alignier 1 4 69__2008-06-03",18,8
"18615","SC1_2013__Alignier 1 4 70__2008-06-03",21,9
"18616","SC1_2013__Alignier 1 4 71__2008-06-03",21,9
"18617","SC1_2013__Alignier 1 4 72__2008-06-03",17,7
"18618","SC1_2013__Alignier 1 4 73__2008-06-03",19,8
"18619","SC1_2013__Alignier 1 4 74__2008-06-03",19,8
"18620","SC1_2013__Alignier 1 4 75__2008-06-03",19,8
"18621","SC1_2013__Alignier 1 4 76__2008-06-03",19,8
"18622","SC1_2013__Alignier 1 4 77__2008-06-03",17,7
"18623","SC1_2013__Alignier 1 4 78__2008-06-03",23,10
"18624","SC1_2013__Alignier 1 4 79__2008-06-03",21,9
"18625","SC1_2013__Alignier 1 4 80__2008-06-03",18,8
"18626","SC1_2013__Alignier 1 5 100__2008-06-02",17,7
"18627","SC1_2013__Alignier 1 5 81__2008-06-02",13,5
"18628","SC1_2013__Alignier 1 5 82__2008-06-02",20,9
"18629","SC1_2013__Alignier 1 5 83__2008-06-02",19,8
"18630","SC1_2013__Alignier 1 5 84__2008-06-02",15,6
"18631","SC1_2013__Alignier 1 5 85__2008-06-02",19,8
"18632","SC1_2013__Alignier 1 5 86__2008-06-02",15,6
"18633","SC1_2013__Alignier 1 5 87__2008-06-02",11,4
"18634","SC1_2013__Alignier 1 5 88__2008-06-02",15,6
"18635","SC1_2013__Alignier 1 5 89__2008-06-02",18,8
"18636","SC1_2013__Alignier 1 5 90__2008-06-02",17,7
"18637","SC1_2013__Alignier 1 5 91__2008-06-02",16,7
"18638","SC1_2013__Alignier 1 5 92__2008-06-02",15,6
"18639","SC1_2013__Alignier 1 5 93__2008-06-02",19,8
"18640","SC1_2013__Alignier 1 5 94__2008-06-02",13,5
"18641","SC1_2013__Alignier 1 5 95__2008-06-02",15,6
"18642","SC1_2013__Alignier 1 5 96__2008-06-02",15,6
"18643","SC1_2013__Alignier 1 5 97__2008-06-02",11,4
"18644","SC1_2013__Alignier 1 5 98__2008-06-02",15,6
"18645","SC1_2013__Alignier 1 5 99__2008-06-02",18,8
"18646","SC1_2013__Alignier 1 6 101__2008-06-02",23,10
"18647","SC1_2013__Alignier 1 6 102__2008-06-02",23,10
"18648","SC1_2013__Alignier 1 6 103__2008-06-02",21,9
"18649","SC1_2013__Alignier 1 6 104__2008-06-02",23,10
"18650","SC1_2013__Alignier 1 6 105__2008-06-02",19,8
"18651","SC1_2013__Alignier 1 6 106__2008-06-02",23,10
"18652","SC1_2013__Alignier 1 6 107__2008-06-02",24,11
"18653","SC1_2013__Alignier 1 6 108__2008-06-02",29,13
"18654","SC1_2013__Alignier 1 6 109__2008-06-02",35,16
"18655","SC1_2013__Alignier 1 6 110__2008-06-02",31,14
"18656","SC1_2013__Alignier 1 6 111__2008-06-02",25,11
"18657","SC1_2013__Alignier 1 6 112__2008-06-02",26,12
"18658","SC1_2013__Alignier 1 6 113__2008-06-02",24,11
"18659","SC1_2013__Alignier 1 6 114__2008-06-02",19,8
"18660","SC1_2013__Alignier 1 6 115__2008-06-02",22,10
"18661","SC1_2013__Alignier 1 6 116__2008-06-02",20,9
"18662","SC1_2013__Alignier 1 6 117__2008-06-02",18,7
"18663","SC1_2013__Alignier 1 6 118__2008-06-02",11,4
"18664","SC1_2013__Alignier 1 6 119__2008-06-02",20,8
"18665","SC1_2013__Alignier 1 6 120__2008-06-02",17,7
"18666","SC1_2013__Alignier 1 7 121__2008-06-03",22,10
"18667","SC1_2013__Alignier 1 7 122__2008-06-03",21,9
"18668","SC1_2013__Alignier 1 7 123__2008-06-03",23,10
"18669","SC1_2013__Alignier 1 7 124__2008-06-03",24,11
"18670","SC1_2013__Alignier 1 7 125__2008-06-03",27,13
"18671","SC1_2013__Alignier 1 7 126__2008-06-03",28,14
"18672","SC1_2013__Alignier 1 7 127__2008-06-03",25,12
"18673","SC1_2013__Alignier 1 7 128__2008-06-03",21,10
"18674","SC1_2013__Alignier 1 7 129__2008-06-03",20,9
"18675","SC1_2013__Alignier 1 7 130__2008-06-03",13,5
