"","sample_id","phylo_div","SR"
"17838","SC1_2011__Meijer 1 Terceira 127__2008-07-16",40,26
"17839","SC1_2011__Meijer 1 Terceira 128__2005-07-16",21,11
"17840","SC1_2011__Meijer 1 Terceira 129__2008-07-16",32,19
"17841","SC1_2011__Meijer 1 Terceira 130__2005-09-15",21,12
"17842","SC1_2011__Meijer 1 Terceira 131__2005-07-16",27,16
"17843","SC1_2011__Meijer 1 Terceira 132__2005-10-16",25,14
"17844","SC1_2011__Meijer 1 Terceira 133__2005-07-16",33,21
"17845","SC1_2011__Meijer 1 Terceira 134__2005-08-16",26,15
"17846","SC1_2011__Meijer 1 Terceira 135__2008-07-16",30,18
"17847","SC1_2011__Meijer 1 Terceira 136__2005-09-15",35,21
"17848","SC1_2011__Meijer 1 Terceira 137__2005-07-16",22,13
"17849","SC1_2011__Meijer 1 Terceira 138__2004-08-16",23,12
"17850","SC1_2011__Meijer 1 Terceira 139__2004-09-15",27,15
"17851","SC1_2011__Meijer 1 Terceira 140__2008-07-16",27,15
"17852","SC1_2011__Meijer 1 Terceira 141__2005-10-16",26,13
"17853","SC1_2011__Meijer 1 Terceira 142__2008-07-16",25,15
"17854","SC1_2011__Meijer 1 Terceira 143__2004-08-16",26,15
"17855","SC1_2011__Meijer 1 Terceira 144__2004-09-15",22,9
"17856","SC1_2011__Meijer 1 Terceira 145__2004-09-15",22,12
"17857","SC1_2011__Meijer 1 Terceira 146__2000-07-16",23,12
"17858","SC1_2011__Meijer 1 Terceira 147__2005-08-16",35,19
"17859","SC1_2011__Meijer 1 Terceira 148__2005-09-15",26,14
"17860","SC1_2011__Meijer 1 Terceira 149__2002-08-16",28,16
"17861","SC1_2011__Meijer 1 Terceira 150__2007-05-16",31,18
"17862","SC1_2011__Meijer 1 Terceira 151__2008-07-16",27,16
"17863","SC1_2011__Meijer 1 Terceira 152__2004-08-16",20,9
"17864","SC1_2011__Meijer 1 Terceira 63__2002-10-16",21,9
"17865","SC1_2011__Meijer 1 Terceira 64__2002-10-16",24,12
"17866","SC1_2011__Meijer 1 Terceira 65__2005-08-16",23,10
"17867","SC1_2011__Meijer 1 Terceira 66__2002-08-16",28,14
"17868","SC1_2011__Meijer 1 Terceira 67__2002-08-16",28,13
"17869","SC1_2011__Meijer 1 Terceira 68__2008-07-16",27,13
"17870","SC1_2011__Meijer 1 Terceira 69__2005-09-15",28,13
"17871","SC1_2011__Meijer 1 Terceira 70__2008-07-16",29,15
"17872","SC1_2011__Meijer 1 Terceira 71__2008-07-16",35,18
"17873","SC1_2011__Meijer 1 Terceira 74__2008-07-16",29,15
"17874","SC1_2011__Meijer 1 Terceira 75__2005-09-15",29,14
"17875","SC1_2011__Meijer 1 Terceira 78__2003-08-16",27,13
"17876","SC1_2011__Meijer 1 Terceira 79__2003-06-15",30,17
"17877","SC1_2011__Meijer 1 Terceira 80__2003-06-15",29,14
"17878","SC1_2011__Meijer 1 Terceira 81__2003-06-15",33,17
"17879","SC1_2011__Meijer 1 Terceira 82__2003-07-16",29,15
"17880","SC1_2011__Meijer 1 Terceira 83__2003-07-16",27,13
"17881","SC1_2011__Meijer 1 Terceira 84__2002-07-16",30,16
"17882","SC1_2011__Meijer 1 Terceira 85__2002-09-15",26,12
"17883","SC1_2011__Meijer 1 Terceira 86__2003-09-15",28,14
"17884","SC1_2011__Meijer 1 Terceira 87__2003-09-15",31,16
"17885","SC1_2011__Meijer 1 Terceira 88__2002-07-16",39,24
"17886","SC1_2011__Meijer 1 Terceira 89__2002-09-15",28,14
"17887","SC1_2011__Meijer 1 Terceira 90__2003-06-15",36,20
"17888","SC1_2011__Meijer 1 Terceira 91__2003-07-16",37,19
"17889","SC1_2011__Meijer 1 Terceira 98__2001-07-16",25,13
"17890","SC1_2011__Meijer 1 Terceira 99__2001-07-16",28,14
"17891","SC1_2011__Rubio 1 EC_LQNR 11__2007-01-30",0,0
"17892","SC1_2011__Rubio 1 EC_LQNR 2__2006-01-30",0,0
"17893","SC1_2011__Rubio 1 EF1 13__2007-01-30",0,0
"17894","SC1_2011__Rubio 1 EF1 4__2006-01-30",0,0
"17895","SC1_2011__Rubio 1 EF2 5__2006-01-30",0,0
"17896","SC1_2011__Rubio 1 EP 16__2007-01-30",0,0
"17897","SC1_2011__Rubio 1 EP 7__2006-01-30",0,0
"17898","SC1_2011__Rubio 1 ICC1_1 8__2006-01-30",0,0
"17899","SC1_2011__Rubio 1 ICCI_2 18__2007-01-30",0,0
"17900","SC1_2011__Rubio 1 ICCI_2 9__2006-01-30",0,0
"17901","SC1_2011__Rubio 1 IC_LQNR 10__2007-01-30",0,0
"17902","SC1_2011__Rubio 1 IC_LQNR 1__2006-01-30",0,0
"17903","SC1_2011__Rubio 1 IF 12__2007-01-30",0,0
"17904","SC1_2011__Rubio 1 IF 3__2006-01-30",0,0
"17905","SC1_2011__Rubio 1 IP 6__2006-01-30",0,0
"17906","SC1_2011__Stouffer 1  10__2007-09-11",18,10
"17907","SC1_2011__Stouffer 1  11__2007-09-11",30,20
"17908","SC1_2011__Stouffer 1  1__2007-09-11",19,11
"17909","SC1_2011__Stouffer 1  2__2007-09-11",18,11
"17910","SC1_2011__Stouffer 1  3__2007-09-11",21,12
"17911","SC1_2011__Stouffer 1  4__2007-09-11",22,14
"17912","SC1_2011__Stouffer 1  5__2007-09-11",19,11
"17913","SC1_2011__Stouffer 1  6__2007-09-11",14,8
"17914","SC1_2011__Stouffer 1  7__2007-09-11",25,15
"17915","SC1_2011__Stouffer 1  8__2007-09-11",29,19
"17916","SC1_2011__Stouffer 1  9__2007-09-11",16,9
"17917","SC1_2011__Vu 1  1__2009-02-21",8,4
"17918","SC1_2011__Vu 1  2__2009-02-21",8,4
"17919","SC1_2011__Vu 1  3__2009-02-21",8,4
"17920","SC1_2011__Vu 1  4__2009-02-21",8,4
"17921","SC1_2012__Barrico 1  10__2009-03-31",7,2
"17922","SC1_2012__Barrico 1  11__2009-03-31",9,3
"17923","SC1_2012__Barrico 1  12__2009-03-31",7,2
"17924","SC1_2012__Barrico 1  13__2009-03-31",0,0
"17925","SC1_2012__Barrico 1  14__2009-03-31",5,1
"17926","SC1_2012__Barrico 1  17__2009-03-31",7,2
"17927","SC1_2012__Barrico 1  18__2009-03-31",7,2
"17928","SC1_2012__Barrico 1  19__2009-03-31",7,2
"17929","SC1_2012__Barrico 1  1__2009-03-31",5,1
"17930","SC1_2012__Barrico 1  20__2009-03-31",7,2
"17931","SC1_2012__Barrico 1  21__2009-03-31",5,1
"17932","SC1_2012__Barrico 1  23__2009-03-31",0,0
"17933","SC1_2012__Barrico 1  24__2009-03-31",9,3
"17934","SC1_2012__Barrico 1  25__2009-03-31",7,2
"17935","SC1_2012__Barrico 1  26__2009-03-31",10,3
"17936","SC1_2012__Barrico 1  27__2009-03-31",10,3
"17937","SC1_2012__Barrico 1  28__2009-03-31",9,3
"17938","SC1_2012__Barrico 1  29__2009-03-31",7,2
"17939","SC1_2012__Barrico 1  2__2009-03-31",5,1
"17940","SC1_2012__Barrico 1  30__2009-03-31",7,2
"17941","SC1_2012__Barrico 1  31__2009-03-31",7,2
"17942","SC1_2012__Barrico 1  32__2009-03-31",11,4
"17943","SC1_2012__Barrico 1  33__2009-03-31",9,3
"17944","SC1_2012__Barrico 1  34__2009-03-31",7,2
"17945","SC1_2012__Barrico 1  35__2009-03-31",11,4
"17946","SC1_2012__Barrico 1  36__2009-03-31",9,3
"17947","SC1_2012__Barrico 1  3__2009-03-31",7,2
"17948","SC1_2012__Barrico 1  4__2009-03-31",7,2
"17949","SC1_2012__Barrico 1  5__2009-03-31",5,1
"17950","SC1_2012__Barrico 1  6__2009-03-31",5,1
"17951","SC1_2012__Barrico 1  7__2009-03-31",7,2
"17952","SC1_2012__Barrico 1  8__2009-03-31",5,1
"17953","SC1_2012__Barrico 1  9__2009-03-31",7,2
"17954","SC1_2012__Barrico 2  10__2009-03-31",11,4
"17955","SC1_2012__Barrico 2  11__2009-03-31",7,2
"17956","SC1_2012__Barrico 2  12__2009-03-31",9,3
"17957","SC1_2012__Barrico 2  13__2009-03-31",0,0
"17958","SC1_2012__Barrico 2  14__2009-03-31",0,0
"17959","SC1_2012__Barrico 2  17__2009-03-31",9,3
"17960","SC1_2012__Barrico 2  18__2009-03-31",7,2
"17961","SC1_2012__Barrico 2  19__2009-03-31",7,2
"17962","SC1_2012__Barrico 2  1__2009-03-31",5,1
"17963","SC1_2012__Barrico 2  20__2009-03-31",7,2
"17964","SC1_2012__Barrico 2  21__2009-03-31",7,2
"17965","SC1_2012__Barrico 2  24__2009-03-31",16,7
"17966","SC1_2012__Barrico 2  25__2009-03-31",7,2
"17967","SC1_2012__Barrico 2  26__2009-03-31",7,2
"17968","SC1_2012__Barrico 2  27__2009-03-31",9,3
"17969","SC1_2012__Barrico 2  28__2009-03-31",9,3
"17970","SC1_2012__Barrico 2  29__2009-03-31",9,3
"17971","SC1_2012__Barrico 2  2__2009-03-31",9,3
"17972","SC1_2012__Barrico 2  30__2009-03-31",7,2
"17973","SC1_2012__Barrico 2  31__2009-03-31",11,4
"17974","SC1_2012__Barrico 2  32__2009-03-31",7,2
"17975","SC1_2012__Barrico 2  33__2009-03-31",13,5
"17976","SC1_2012__Barrico 2  34__2009-03-31",7,2
"17977","SC1_2012__Barrico 2  35__2009-03-31",9,3
"17978","SC1_2012__Barrico 2  36__2009-03-31",5,1
"17979","SC1_2012__Barrico 2  3__2009-03-31",6,2
"17980","SC1_2012__Barrico 2  4__2009-03-31",11,4
"17981","SC1_2012__Barrico 2  5__2009-03-31",9,3
"17982","SC1_2012__Barrico 2  6__2009-03-31",5,1
"17983","SC1_2012__Barrico 2  7__2009-03-31",11,4
"17984","SC1_2012__Barrico 2  8__2009-03-31",13,5
"17985","SC1_2012__Barrico 2  9__2009-03-31",9,3
"17986","SC1_2012__Barrico 3  10__2009-03-31",0,0
"17987","SC1_2012__Barrico 3  12__2009-03-31",9,3
"17988","SC1_2012__Barrico 3  13__2009-03-31",7,2
"17989","SC1_2012__Barrico 3  14__2009-03-31",11,4
"17990","SC1_2012__Barrico 3  15__2009-03-31",8,3
"17991","SC1_2012__Barrico 3  16__2009-03-31",11,4
"17992","SC1_2012__Barrico 3  17__2009-03-31",17,7
"17993","SC1_2012__Barrico 3  18__2009-03-31",13,5
"17994","SC1_2012__Barrico 3  19__2009-03-31",14,6
"17995","SC1_2012__Barrico 3  1__2009-03-31",10,4
"17996","SC1_2012__Barrico 3  20__2009-03-31",11,4
"17997","SC1_2012__Barrico 3  21__2009-03-31",7,2
"17998","SC1_2012__Barrico 3  22__2009-03-31",9,3
"17999","SC1_2012__Barrico 3  23__2009-03-31",11,4
"18000","SC1_2012__Barrico 3  24__2009-03-31",11,4
"18001","SC1_2012__Barrico 3  25__2009-03-31",0,0
"18002","SC1_2012__Barrico 3  26__2009-03-31",5,1
"18003","SC1_2012__Barrico 3  28__2009-03-31",5,1
"18004","SC1_2012__Barrico 3  29__2009-03-31",0,0
"18005","SC1_2012__Barrico 3  2__2009-03-31",9,3
"18006","SC1_2012__Barrico 3  30__2009-03-31",0,0
"18007","SC1_2012__Barrico 3  31__2009-03-31",0,0
"18008","SC1_2012__Barrico 3  32__2009-03-31",5,1
"18009","SC1_2012__Barrico 3  33__2009-03-31",7,2
"18010","SC1_2012__Barrico 3  35__2009-03-31",0,0
"18011","SC1_2012__Barrico 3  36__2009-03-31",5,1
"18012","SC1_2012__Barrico 3  3__2009-03-31",9,3
"18013","SC1_2012__Barrico 3  4__2009-03-31",9,3
"18014","SC1_2012__Barrico 3  5__2009-03-31",5,1
"18015","SC1_2012__Barrico 3  6__2009-03-31",7,2
"18016","SC1_2012__Barrico 3  7__2009-03-31",5,1
"18017","SC1_2012__Barrico 3  8__2009-03-31",7,2
"18018","SC1_2012__Barrico 3  9__2009-03-31",5,1
"18019","SC1_2012__GendreauBerthiaume 1 1 1__2008-07-01",8,2
"18020","SC1_2012__GendreauBerthiaume 1 1 2__2008-07-01",8,2
"18021","SC1_2012__GendreauBerthiaume 1 1 3__2008-07-01",12,4
"18022","SC1_2012__GendreauBerthiaume 1 1 4__2008-07-01",10,3
"18023","SC1_2012__GendreauBerthiaume 1 2 5__2008-07-01",8,2
"18024","SC1_2012__GendreauBerthiaume 1 2 6__2008-07-01",10,3
"18025","SC1_2012__GendreauBerthiaume 1 2 7__2008-07-01",10,3
"18026","SC1_2012__GendreauBerthiaume 1 2 8__2008-07-01",12,4
"18027","SC1_2012__GendreauBerthiaume 1 3 10__2008-07-01",12,4
"18028","SC1_2012__GendreauBerthiaume 1 3 11__2008-07-01",10,3
"18029","SC1_2012__GendreauBerthiaume 1 3 12__2008-07-01",10,3
"18030","SC1_2012__GendreauBerthiaume 1 3 9__2008-07-01",12,4
"18031","SC1_2012__Power 1 1 10__2008-07-23",11,4
"18032","SC1_2012__Power 1 1 11__2008-07-23",17,7
"18033","SC1_2012__Power 1 1 12__2008-07-23",11,4
"18034","SC1_2012__Power 1 1 1__2008-07-22",19,9
"18035","SC1_2012__Power 1 1 2__2008-07-22",13,5
"18036","SC1_2012__Power 1 1 3__2008-07-22",20,9
"18037","SC1_2012__Power 1 1 4__2008-07-22",18,8
"18038","SC1_2012__Power 1 1 5__2008-07-22",18,8
"18039","SC1_2012__Power 1 1 6__2008-07-22",12,5
"18040","SC1_2012__Power 1 1 7__2008-07-23",12,5
"18041","SC1_2012__Power 1 1 8__2008-07-23",11,4
"18042","SC1_2012__Power 1 1 9__2008-07-23",18,8
"18043","SC1_2012__Power 1 10 109__2008-09-20",17,8
"18044","SC1_2012__Power 1 10 110__2008-09-20",13,5
"18045","SC1_2012__Power 1 10 111__2008-09-20",19,9
"18046","SC1_2012__Power 1 10 112__2008-09-20",14,6
"18047","SC1_2012__Power 1 10 113__2008-09-20",17,8
"18048","SC1_2012__Power 1 10 114__2008-09-20",14,6
"18049","SC1_2012__Power 1 10 115__2008-09-28",11,4
"18050","SC1_2012__Power 1 10 116__2008-09-28",11,4
"18051","SC1_2012__Power 1 10 117__2008-09-28",12,5
"18052","SC1_2012__Power 1 10 118__2008-09-28",11,4
"18053","SC1_2012__Power 1 10 119__2008-09-28",17,8
"18054","SC1_2012__Power 1 10 120__2008-09-28",11,4
"18055","SC1_2012__Power 1 2 13__2008-07-24",24,11
"18056","SC1_2012__Power 1 2 14__2008-07-24",11,4
"18057","SC1_2012__Power 1 2 15__2008-07-24",11,4
"18058","SC1_2012__Power 1 2 16__2008-07-24",13,5
"18059","SC1_2012__Power 1 2 17__2008-07-24",13,5
"18060","SC1_2012__Power 1 2 18__2008-07-24",7,2
"18061","SC1_2012__Power 1 2 19__2008-07-25",14,6
"18062","SC1_2012__Power 1 2 20__2008-07-25",9,3
"18063","SC1_2012__Power 1 2 21__2008-07-25",9,3
"18064","SC1_2012__Power 1 2 22__2008-07-25",7,2
"18065","SC1_2012__Power 1 2 23__2008-07-25",14,5
"18066","SC1_2012__Power 1 2 24__2008-07-25",9,3
"18067","SC1_2012__Power 1 3 25__2008-07-29",22,10
"18068","SC1_2012__Power 1 3 26__2008-07-29",14,6
"18069","SC1_2012__Power 1 3 27__2008-07-29",9,3
"18070","SC1_2012__Power 1 3 28__2008-07-29",14,6
"18071","SC1_2012__Power 1 3 29__2008-07-29",13,5
"18072","SC1_2012__Power 1 3 30__2008-07-29",16,7
"18073","SC1_2012__Power 1 3 31__2008-07-30",20,9
"18074","SC1_2012__Power 1 3 32__2008-07-30",7,2
"18075","SC1_2012__Power 1 3 33__2008-07-30",13,5
"18076","SC1_2012__Power 1 3 34__2008-07-30",5,1
"18077","SC1_2012__Power 1 3 35__2008-07-30",7,2
"18078","SC1_2012__Power 1 3 36__2008-07-30",9,3
"18079","SC1_2012__Power 1 4 37__2008-08-01",9,3
"18080","SC1_2012__Power 1 4 38__2008-08-01",7,2
"18081","SC1_2012__Power 1 4 39__2008-08-01",11,4
"18082","SC1_2012__Power 1 4 40__2008-08-01",9,3
"18083","SC1_2012__Power 1 4 41__2008-08-01",9,3
"18084","SC1_2012__Power 1 4 42__2008-08-01",9,3
"18085","SC1_2012__Power 1 4 43__2008-08-06",13,5
"18086","SC1_2012__Power 1 4 44__2008-08-06",9,3
"18087","SC1_2012__Power 1 4 45__2008-08-06",18,8
"18088","SC1_2012__Power 1 4 46__2008-08-06",5,1
"18089","SC1_2012__Power 1 4 47__2008-08-06",16,7
"18090","SC1_2012__Power 1 4 48__2008-08-06",9,3
"18091","SC1_2012__Power 1 5 49__2008-08-11",24,12
"18092","SC1_2012__Power 1 5 50__2008-08-11",13,5
"18093","SC1_2012__Power 1 5 51__2008-08-11",18,8
"18094","SC1_2012__Power 1 5 52__2008-08-11",11,4
"18095","SC1_2012__Power 1 5 53__2008-08-11",16,7
"18096","SC1_2012__Power 1 5 54__2008-08-11",9,3
"18097","SC1_2012__Power 1 5 55__2008-08-13",13,5
"18098","SC1_2012__Power 1 5 56__2008-08-13",11,4
"18099","SC1_2012__Power 1 5 57__2008-08-13",14,6
"18100","SC1_2012__Power 1 5 58__2008-08-13",9,3
"18101","SC1_2012__Power 1 5 59__2008-08-13",15,6
"18102","SC1_2012__Power 1 5 60__2008-08-13",9,3
"18103","SC1_2012__Power 1 6 61__2008-08-19",12,5
"18104","SC1_2012__Power 1 6 62__2008-08-19",16,7
"18105","SC1_2012__Power 1 6 63__2008-08-19",15,6
"18106","SC1_2012__Power 1 6 64__2008-08-19",18,8
"18107","SC1_2012__Power 1 6 65__2008-08-19",15,6
"18108","SC1_2012__Power 1 6 66__2008-08-19",16,7
"18109","SC1_2012__Power 1 6 67__2008-09-24",12,5
"18110","SC1_2012__Power 1 6 68__2008-09-24",7,2
"18111","SC1_2012__Power 1 6 69__2008-09-24",7,2
"18112","SC1_2012__Power 1 6 70__2008-09-24",11,4
"18113","SC1_2012__Power 1 6 71__2008-09-24",16,7
"18114","SC1_2012__Power 1 6 72__2008-09-24",7,2
"18115","SC1_2012__Power 1 7 73__2008-08-20",20,10
"18116","SC1_2012__Power 1 7 74__2008-08-20",9,3
"18117","SC1_2012__Power 1 7 75__2008-08-20",19,9
"18118","SC1_2012__Power 1 7 76__2008-08-20",11,4
"18119","SC1_2012__Power 1 7 77__2008-08-20",19,9
"18120","SC1_2012__Power 1 7 78__2008-08-20",13,5
"18121","SC1_2012__Power 1 7 79__2008-08-21",24,11
"18122","SC1_2012__Power 1 7 80__2008-08-21",5,1
"18123","SC1_2012__Power 1 7 81__2008-08-21",15,6
"18124","SC1_2012__Power 1 7 82__2008-08-21",7,2
"18125","SC1_2012__Power 1 7 83__2008-08-21",11,4
"18126","SC1_2012__Power 1 7 84__2008-08-21",7,2
"18127","SC1_2012__Power 1 8 85__2008-08-28",13,5
"18128","SC1_2012__Power 1 8 86__2008-08-28",15,6
"18129","SC1_2012__Power 1 8 87__2008-08-28",11,4
"18130","SC1_2012__Power 1 8 88__2008-08-28",15,6
"18131","SC1_2012__Power 1 8 89__2008-08-28",11,4
"18132","SC1_2012__Power 1 8 90__2008-08-28",13,5
"18133","SC1_2012__Power 1 8 91__2008-08-29",14,6
"18134","SC1_2012__Power 1 8 92__2008-08-29",13,5
"18135","SC1_2012__Power 1 8 93__2008-08-29",14,6
"18136","SC1_2012__Power 1 8 94__2008-08-29",18,8
"18137","SC1_2012__Power 1 8 95__2008-08-29",14,6
"18138","SC1_2012__Power 1 8 96__2008-08-29",13,5
"18139","SC1_2012__Power 1 9 100__2008-09-18",15,6
"18140","SC1_2012__Power 1 9 101__2008-09-18",21,10
"18141","SC1_2012__Power 1 9 102__2008-09-18",17,7
"18142","SC1_2012__Power 1 9 103__2008-09-19",12,5
"18143","SC1_2012__Power 1 9 104__2008-09-19",7,2
"18144","SC1_2012__Power 1 9 105__2008-09-19",11,4
"18145","SC1_2012__Power 1 9 106__2008-09-19",13,5
"18146","SC1_2012__Power 1 9 107__2008-09-19",13,5
"18147","SC1_2012__Power 1 9 108__2008-09-19",7,2
"18148","SC1_2012__Power 1 9 97__2008-09-18",17,8
"18149","SC1_2012__Power 1 9 98__2008-09-18",18,8
"18150","SC1_2012__Power 1 9 99__2008-09-18",17,7
"18151","SC1_2012__Schuepp 1  10__2010-01-17",9,5
"18152","SC1_2012__Schuepp 1  11__2010-01-17",8,4
"18153","SC1_2012__Schuepp 1  12__2010-01-17",9,5
"18154","SC1_2012__Schuepp 1  13__2010-01-17",8,4
"18155","SC1_2012__Schuepp 1  14__2010-01-17",8,4
"18156","SC1_2012__Schuepp 1  15__2010-01-17",8,4
"18157","SC1_2012__Schuepp 1  1__2010-01-17",8,4
"18158","SC1_2012__Schuepp 1  2__2010-01-17",10,6
"18159","SC1_2012__Schuepp 1  3__2010-01-17",8,4
"18160","SC1_2012__Schuepp 1  4__2010-01-17",9,5
"18161","SC1_2012__Schuepp 1  5__2010-01-17",8,4
"18162","SC1_2012__Schuepp 1  6__2010-01-17",8,4
"18163","SC1_2012__Schuepp 1  7__2010-01-17",7,3
"18164","SC1_2012__Schuepp 1  8__2010-01-17",9,5
"18165","SC1_2012__Schuepp 1  9__2010-01-17",8,4
"18166","SC1_2013__Alignier 1 1 10__2008-05-26",24,11
"18167","SC1_2013__Alignier 1 1 11__2008-05-26",24,11
"18168","SC1_2013__Alignier 1 1 12__2008-05-26",26,12
"18169","SC1_2013__Alignier 1 1 13__2008-05-26",28,13
"18170","SC1_2013__Alignier 1 1 14__2008-05-26",26,12
"18171","SC1_2013__Alignier 1 1 15__2008-05-26",32,15
"18172","SC1_2013__Alignier 1 1 16__2008-05-26",22,10
"18173","SC1_2013__Alignier 1 1 17__2008-05-26",21,9
"18174","SC1_2013__Alignier 1 1 18__2008-05-26",24,11
"18175","SC1_2013__Alignier 1 1 19__2008-05-26",22,10
"18176","SC1_2013__Alignier 1 1 1__2008-05-26",25,11
"18177","SC1_2013__Alignier 1 1 20__2008-05-26",23,10
"18178","SC1_2013__Alignier 1 1 2__2008-05-26",22,10
"18179","SC1_2013__Alignier 1 1 3__2008-05-26",29,13
"18180","SC1_2013__Alignier 1 1 4__2008-05-26",25,12
"18181","SC1_2013__Alignier 1 1 5__2008-05-26",26,12
"18182","SC1_2013__Alignier 1 1 6__2008-05-26",24,11
"18183","SC1_2013__Alignier 1 1 7__2008-05-26",15,6
"18184","SC1_2013__Alignier 1 1 8__2008-05-26",23,10
"18185","SC1_2013__Alignier 1 1 9__2008-05-26",25,11
"18186","SC1_2013__Alignier 1 10 181__2008-06-10",20,9
"18187","SC1_2013__Alignier 1 10 182__2008-06-10",19,8
"18188","SC1_2013__Alignier 1 10 183__2008-06-10",25,11
"18189","SC1_2013__Alignier 1 10 184__2008-06-10",20,9
"18190","SC1_2013__Alignier 1 10 185__2008-06-10",22,10
"18191","SC1_2013__Alignier 1 10 186__2008-06-10",26,12
"18192","SC1_2013__Alignier 1 10 187__2008-06-10",17,7
"18193","SC1_2013__Alignier 1 10 188__2008-06-10",19,8
"18194","SC1_2013__Alignier 1 10 189__2008-06-10",21,9
"18195","SC1_2013__Alignier 1 10 190__2008-06-10",21,9
"18196","SC1_2013__Alignier 1 10 191__2008-06-10",21,9
"18197","SC1_2013__Alignier 1 10 192__2008-06-10",22,10
"18198","SC1_2013__Alignier 1 10 193__2008-06-10",23,10
"18199","SC1_2013__Alignier 1 10 194__2008-06-10",20,9
"18200","SC1_2013__Alignier 1 10 195__2008-06-10",23,10
"18201","SC1_2013__Alignier 1 10 196__2008-06-10",21,9
"18202","SC1_2013__Alignier 1 10 197__2008-06-10",19,8
"18203","SC1_2013__Alignier 1 10 198__2008-06-10",25,11
"18204","SC1_2013__Alignier 1 10 199__2008-06-10",23,11
"18205","SC1_2013__Alignier 1 10 200__2008-06-10",21,10
"18206","SC1_2013__Alignier 1 11 201__2008-06-09",17,7
"18207","SC1_2013__Alignier 1 11 202__2008-06-09",19,8
"18208","SC1_2013__Alignier 1 11 203__2008-06-09",17,7
"18209","SC1_2013__Alignier 1 11 204__2008-06-09",13,5
"18210","SC1_2013__Alignier 1 11 205__2008-06-09",15,6
"18211","SC1_2013__Alignier 1 11 206__2008-06-09",21,9
"18212","SC1_2013__Alignier 1 11 207__2008-06-09",26,12
"18213","SC1_2013__Alignier 1 11 208__2008-06-09",24,11
"18214","SC1_2013__Alignier 1 11 209__2008-06-09",17,7
"18215","SC1_2013__Alignier 1 11 210__2008-06-09",20,9
"18216","SC1_2013__Alignier 1 11 211__2008-06-09",21,9
"18217","SC1_2013__Alignier 1 11 212__2008-06-09",18,8
"18218","SC1_2013__Alignier 1 11 213__2008-06-09",15,6
"18219","SC1_2013__Alignier 1 11 214__2008-06-09",17,7
"18220","SC1_2013__Alignier 1 11 215__2008-06-09",20,9
"18221","SC1_2013__Alignier 1 11 216__2008-06-09",18,8
"18222","SC1_2013__Alignier 1 11 217__2008-06-09",18,8
"18223","SC1_2013__Alignier 1 11 218__2008-06-09",20,9
"18224","SC1_2013__Alignier 1 11 219__2008-06-09",20,9
"18225","SC1_2013__Alignier 1 11 220__2008-06-09",17,7
"18226","SC1_2013__Alignier 1 12 221__2008-06-03",13,5
"18227","SC1_2013__Alignier 1 12 222__2008-06-03",25,11
"18228","SC1_2013__Alignier 1 12 223__2008-06-03",28,14
"18229","SC1_2013__Alignier 1 12 224__2008-06-03",23,10
"18230","SC1_2013__Alignier 1 12 225__2008-06-03",22,10
"18231","SC1_2013__Alignier 1 12 226__2008-06-03",18,8
"18232","SC1_2013__Alignier 1 12 227__2008-06-03",19,8
"18233","SC1_2013__Alignier 1 12 228__2008-06-03",20,9
"18234","SC1_2013__Alignier 1 12 229__2008-06-03",31,14
"18235","SC1_2013__Alignier 1 12 230__2008-06-03",32,15
"18236","SC1_2013__Alignier 1 12 231__2008-06-03",32,14
"18237","SC1_2013__Alignier 1 12 232__2008-06-03",22,9
"18238","SC1_2013__Alignier 1 12 233__2008-06-03",23,10
"18239","SC1_2013__Alignier 1 12 234__2008-06-03",15,6
"18240","SC1_2013__Alignier 1 12 235__2008-06-03",13,5
"18241","SC1_2013__Alignier 1 12 236__2008-06-03",30,14
"18242","SC1_2013__Alignier 1 12 237__2008-06-03",27,13
"18243","SC1_2013__Alignier 1 12 238__2008-06-03",23,10
"18244","SC1_2013__Alignier 1 12 239__2008-06-03",20,9
"18245","SC1_2013__Alignier 1 12 240__2008-06-03",17,7
"18246","SC1_2013__Alignier 1 13 241__2008-06-02",21,9
"18247","SC1_2013__Alignier 1 13 242__2008-06-02",19,8
"18248","SC1_2013__Alignier 1 13 243__2008-06-02",13,5
"18249","SC1_2013__Alignier 1 13 244__2008-06-02",15,6
"18250","SC1_2013__Alignier 1 13 245__2008-06-02",15,6
"18251","SC1_2013__Alignier 1 13 246__2008-06-02",21,9
"18252","SC1_2013__Alignier 1 13 247__2008-06-02",15,6
"18253","SC1_2013__Alignier 1 13 248__2008-06-02",21,9
"18254","SC1_2013__Alignier 1 13 249__2008-06-02",24,11
"18255","SC1_2013__Alignier 1 13 250__2008-06-02",20,9
"18256","SC1_2013__Alignier 1 13 251__2008-06-02",23,10
"18257","SC1_2013__Alignier 1 13 252__2008-06-02",22,9
"18258","SC1_2013__Alignier 1 13 253__2008-06-02",26,11
"18259","SC1_2013__Alignier 1 13 254__2008-06-02",26,12
"18260","SC1_2013__Alignier 1 13 255__2008-06-02",31,14
"18261","SC1_2013__Alignier 1 13 256__2008-06-02",15,6
"18262","SC1_2013__Alignier 1 13 257__2008-06-02",15,6
"18263","SC1_2013__Alignier 1 13 258__2008-06-02",17,7
"18264","SC1_2013__Alignier 1 13 259__2008-06-02",19,8
"18265","SC1_2013__Alignier 1 13 260__2008-06-02",17,7
"18266","SC1_2013__Alignier 1 14 261__2008-06-02",13,5
