AEZ,lat_r,lon_r,x,y,n_years,years_single,cluster_within_aez,dist_to_medoid,year_rule_ok,method,cluster_id,cluster_missing
AEZ6,5.28,118.23,11407572.914063495,672659.4131579807,1,2002,0,0,FALSE,CLARA,NA,TRUE
AEZ6,4.84,116.8,11269597.533304714,616740.2300125656,1,2002,0,0,FALSE,CLARA,NA,TRUE
AEZ6,4.9,117.7,11356435.185530521,624367.7297286192,1,2002,0,8731.89254023144,FALSE,CLARA,NA,TRUE
AEZ6,5.18,118.7,11452921.465781417,659953.7836523094,1,2002,146,4616.963571036679,TRUE,CLARA,AEZ6_CLARA_146,FALSE
AEZ6,4.37,117.94,11379591.892790735,556969.3458649806,1,2002,176,5933.035771300675,TRUE,CLARA,AEZ6_CLARA_176,FALSE
AEZ6,5.72,117.64,11350646.008715466,728539.9774692231,1,2002,0,0,FALSE,CLARA,NA,TRUE
AEZ6,5.84,117.9,11375732.441580702,743773.0067766942,1,2002,0,6975.128079601008,FALSE,CLARA,NA,TRUE
AEZ6,5.64,117.26,11313981.222220127,718382.8920898834,1,2002,0,0,FALSE,CLARA,NA,TRUE
AEZ6,5.52,118.28,11412397.228076039,703144.7134894504,1,2002,160,6509.829274107719,TRUE,CLARA,AEZ6_CLARA_160,FALSE
AEZ6,5.69,117.39,11326524.43865274,724731.2314616572,1,2002,0,0,FALSE,CLARA,NA,TRUE
AEZ6,8.6846,-83.5084,-8057414.885703966,1103797.7608026802,1,2002,0,3483.1746158476567,FALSE,CLARA,NA,TRUE
AEZ6,8.6828,-83.5062,-8057202.615887415,1103570.691886753,1,2002,0,3668.322507533344,FALSE,CLARA,NA,TRUE
AEZ6,8.666,-83.5212,-8058649.910091177,1101451.3308755376,1,2002,0,2868.462857572491,FALSE,CLARA,NA,TRUE
AEZ6,8.6799,-83.5069,-8057270.15628359,1103204.8564019399,1,2002,0,3590.0876089587896,FALSE,CLARA,NA,TRUE
AEZ6,8.6641,-83.4664,-8053362.461933429,1101211.6354283525,1,2002,0,7777.220756487828,FALSE,CLARA,NA,TRUE
AEZ6,8.6879,-83.4962,-8056237.753084906,1104214.0510591143,1,2002,0,4715.026499982061,FALSE,CLARA,NA,TRUE
AEZ6,8.6813,-83.5486,-8061293.634170052,1103381.466979735,1,2002,0,445.76265353493955,FALSE,CLARA,NA,TRUE
AEZ6,8.681,-83.55,-8061428.714962403,1103343.6219099374,1,2002,0,572.7527684881987,FALSE,CLARA,NA,TRUE
AEZ6,8.682,-83.551,-8061525.201242655,1103469.7720280201,1,2002,0,692.1245397408597,FALSE,CLARA,NA,TRUE
AEZ6,8.6609,-83.4659,-8053314.218793305,1100807.935167074,1,2002,0,7940.041571561131,FALSE,CLARA,NA,TRUE
AEZ6,8.6852,-83.5065,-8057231.56177149,1103873.450205532,1,2002,0,3676.0138530961917,FALSE,CLARA,NA,TRUE
AEZ6,8.6963,-83.5977,-8066031.110530372,1105273.682881875,1,2002,0,5542.445911699905,FALSE,CLARA,NA,TRUE
AEZ6,8.69,-83.4768,-8054365.919248038,1104478.9611829252,1,2002,0,6603.187540959759,FALSE,CLARA,NA,TRUE
AEZ6,8.681,-83.551,-8061525.201242655,1103343.6219099374,1,2002,0,668.7366020733886,FALSE,CLARA,NA,TRUE
AEZ6,8.6061,-83.5027,-8056864.913906537,1093894.0501618078,1,2002,0,10201.107964708302,FALSE,CLARA,NA,TRUE
AEZ6,8.5998,-83.4971,-8056324.590737132,1093099.143134703,1,2002,0,11145.666896212813,FALSE,CLARA,NA,TRUE
AEZ6,8.7067,-83.5914,-8065423.24696479,1106585.575933746,1,2002,0,5634.846770544822,FALSE,CLARA,NA,TRUE
AEZ6,8.6954,-83.5825,-8064564.519070556,1105160.1520072732,1,2002,0,4154.573761343812,FALSE,CLARA,NA,TRUE
AEZ6,8.688,-83.5001,-8056614.049577885,1104226.6658596809,1,2002,0,4349.54381730717,FALSE,CLARA,NA,TRUE
AEZ6,8.6967,-83.5983,-8066089.002298522,1105324.140963099,1,2002,0,5614.67162256183,FALSE,CLARA,NA,TRUE
AEZ6,8.679,-83.549,-8061332.228682154,1103091.3206917078,1,2002,0,509.24458124133747,FALSE,CLARA,NA,TRUE
AEZ6,8.681,-83.552,-8061621.687522907,1103343.6219099374,1,2002,0,764.8468844476713,FALSE,CLARA,NA,TRUE
AEZ6,8.678,-83.548,-8061235.742401902,1102965.1695916303,1,2002,0,490.9804363251775,FALSE,CLARA,NA,TRUE
AEZ6,8.68,-83.545,-8060946.28356115,1103217.471464488,1,2002,0,107.32784693458771,FALSE,CLARA,NA,TRUE
AEZ6,8.678,-83.545,-8060946.28356115,1102965.1695916303,1,2002,0,327.1139191017423,FALSE,CLARA,NA,TRUE
AEZ6,8.6745,-83.5194,-8058476.2347867265,1102523.6381644825,1,2002,0,2500.5211110247,FALSE,CLARA,NA,TRUE
AEZ6,8.6807,-83.5283,-8059334.962680959,1103305.7768106721,1,2002,0,1524.691991651871,FALSE,CLARA,NA,TRUE
AEZ6,8.6715,-83.5126,-8057820.12808102,1102145.1794659747,1,2002,0,3244.458611074921,FALSE,CLARA,NA,TRUE
AEZ6,8.7858,-82.9703,-8005495.618300958,1116562.3664995062,1,2002,68,501.1863398176764,TRUE,CLARA,AEZ6_CLARA_68,FALSE
AEZ6,8.7851,-82.9668,-8005157.916320082,1116474.0853809337,1,2002,68,556.6128747807604,TRUE,CLARA,AEZ6_CLARA_68,FALSE
AEZ6,8.785,-82.95,-8003536.946811867,1116461.4737793142,1,2002,68,1832.441255380708,TRUE,CLARA,AEZ6_CLARA_68,FALSE
AEZ6,8.7902,-82.9636,-8004849.160223278,1117117.2726700304,1,2002,68,445.75615725482203,TRUE,CLARA,AEZ6_CLARA_68,FALSE
AEZ6,8.786,-82.96,-8004501.809614373,1116587.5896464249,1,2002,68,891.4399194312847,TRUE,CLARA,AEZ6_CLARA_68,FALSE
AEZ6,8.7839,-82.9748,-8005929.8065620875,1116322.7459428713,1,2002,68,948.1760384663999,TRUE,CLARA,AEZ6_CLARA_68,FALSE
AEZ6,8.7835,-82.9449,-8003044.866782587,1116272.2993575274,1,2002,68,2358.910340183938,TRUE,CLARA,AEZ6_CLARA_68,FALSE
AEZ6,8.7763,-82.9721,-8005669.2936054105,1115364.2517616737,1,2002,68,1696.6098669473222,TRUE,CLARA,AEZ6_CLARA_68,FALSE
AEZ6,8.7809,-82.9663,-8005109.673179955,1115944.3952611517,1,2002,68,1085.9635283340776,TRUE,CLARA,AEZ6_CLARA_68,FALSE
AEZ6,8.7819,-82.96,-8004501.809614373,1116070.5124862257,1,2002,68,1226.9761491600586,TRUE,CLARA,AEZ6_CLARA_68,FALSE
AEZ6,8.8028,-82.9673,-8005206.159460205,1118706.2866478255,1,2002,68,1691.6674765341454,TRUE,CLARA,AEZ6_CLARA_68,FALSE
AEZ6,8.8168,-82.9625,-8004743.025315002,1120471.7959249078,1,2002,68,3497.404841794041,TRUE,CLARA,AEZ6_CLARA_68,FALSE
AEZ6,8.8005,-82.9555,-8004067.621353245,1118416.2324703226,1,2002,68,1854.0701904164787,TRUE,CLARA,AEZ6_CLARA_68,FALSE
AEZ6,8.786,-82.971,-8005563.158697135,1116587.5896464249,1,2002,68,512.0116011641161,TRUE,CLARA,AEZ6_CLARA_68,FALSE
AEZ6,8.786,-82.972,-8005659.644977385,1116587.5896464249,1,2002,68,570.4920465767411,TRUE,CLARA,AEZ6_CLARA_68,FALSE
AEZ6,8.788,-82.97,-8005466.6724168835,1116839.8203867024,1,2002,68,254.52181719986766,TRUE,CLARA,AEZ6_CLARA_68,FALSE
AEZ6,8.787,-82.972,-8005659.644977385,1116713.7051822369,1,2002,68,482.9200468477808,TRUE,CLARA,AEZ6_CLARA_68,FALSE
AEZ6,8.788,-82.971,-8005563.158697135,1116839.8203867024,1,2002,68,330.8586501191072,TRUE,CLARA,AEZ6_CLARA_68,FALSE
AEZ6,8.787,-82.971,-8005563.158697135,1116713.7051822369,1,2002,68,412.1971326523101,TRUE,CLARA,AEZ6_CLARA_68,FALSE
AEZ6,8.8696,-83.0597,-8014121.491755391,1127129.700903243,1,2002,0,0,FALSE,CLARA,NA,TRUE
AEZ6,8.8102,-82.9611,-8004607.944522651,1119639.4925209263,1,2002,68,2708.6682988117486,TRUE,CLARA,AEZ6_CLARA_68,FALSE
AEZ6,8.8442,-83.0348,-8011718.983377143,1123926.9611369048,1,2002,68,9443.172808685022,TRUE,CLARA,AEZ6_CLARA_68,FALSE
AEZ6,8.7964,-82.9549,-8004009.729585093,1117899.1750177373,1,2002,68,1549.6548561612622,TRUE,CLARA,AEZ6_CLARA_68,FALSE
AEZ6,8.7874,-82.9643,-8004916.700619454,1116764.151303786,1,2002,68,445.0286902693848,TRUE,CLARA,AEZ6_CLARA_68,FALSE
AEZ6,8.6805,-83.5441,-8060859.445908923,1103280.5467281286,1,2002,0,0,FALSE,CLARA,NA,TRUE
AEZ6,8.6997,-83.6057,-8066803.000772378,1105702.5748995452,1,2002,0,6418.104461446825,FALSE,CLARA,NA,TRUE
AEZ6,8.7817,-82.9737,-8005823.67165381,1116045.2890677014,1,2002,68,1111.2915432568848,TRUE,CLARA,AEZ6_CLARA_68,FALSE
AEZ6,8.5261,-83.3101,-8038281.656330215,1083799.039052672,1,2002,0,8452.84823611387,FALSE,CLARA,NA,TRUE
AEZ6,8.4159,-83.2846,-8035821.256183815,1069889.795254225,1,2002,0,0,FALSE,CLARA,NA,TRUE
AEZ6,8.3981,-83.3135,-8038609.709683067,1067642.7486633323,1,2002,0,3581.157815446373,FALSE,CLARA,NA,TRUE
AEZ6,8.4693,-83.28,-8035377.419294662,1076630.3307402574,1,2002,0,6755.132109932163,FALSE,CLARA,NA,TRUE
AEZ6,8.4748,-83.281,-8035473.905574912,1077324.5290072872,1,2002,0,7442.84343678069,FALSE,CLARA,NA,TRUE
AEZ6,8.5205,-83.3974,-8046704.908596117,1083092.3109806767,1,2002,0,0,FALSE,CLARA,NA,TRUE
AEZ6,8.521,-83.397,-8046666.314084018,1083155.4121112041,1,2002,0,73.96816232699237,FALSE,CLARA,NA,TRUE
AEZ6,8.5062,-83.4124,-8048152.202799881,1081287.5846604847,1,2002,0,2313.373641036414,FALSE,CLARA,NA,TRUE
AEZ6,8.5085,-83.4079,-8047718.01453875,1081577.8597574595,1,2002,0,1822.0719410885865,FALSE,CLARA,NA,TRUE
AEZ6,8.5447,-83.3524,-8042363.025984827,1086146.313456408,1,2002,0,5308.377881424054,FALSE,CLARA,NA,TRUE
AEZ6,8.5218,-83.4003,-8046984.718808845,1083256.3737529432,1,2002,0,324.3614471395704,FALSE,CLARA,NA,TRUE
AEZ6,8.522,-83.3984,-8046801.394876368,1083281.6141312374,1,2002,0,212.47419864289634,FALSE,CLARA,NA,TRUE
AEZ6,8.5285,-83.332,-8040394.705867707,1084101.9194255073,1,2002,0,6390.459113828169,FALSE,CLARA,NA,TRUE
AEZ6,8.3977,-83.2888,-8036226.498560868,1067592.2520805302,1,2002,0,2333.0079337951092,FALSE,CLARA,NA,TRUE
AEZ6,8.5168,-83.4069,-8047621.5282585,1082625.360118161,1,2002,0,1028.7053579478613,FALSE,CLARA,NA,TRUE
AEZ6,8.545,-83.3486,-8041996.378119874,1086184.171808036,1,2002,0,5632.926647975341,FALSE,CLARA,NA,TRUE
AEZ6,8.5368,-83.3921,-8046193.5313107865,1085149.3664287676,1,2002,0,2119.665974740469,FALSE,CLARA,NA,TRUE
AEZ6,8.5074,-83.3082,-8038098.332397737,1081439.0327489339,1,2002,0,8763.930783049538,FALSE,CLARA,NA,TRUE
AEZ6,8.5318,-83.3227,-8039497.383461375,1084518.376912936,1,2002,0,7347.250003306842,FALSE,CLARA,NA,TRUE
AEZ6,8.5219,-83.4011,-8047061.907833045,1083268.9939436966,1,2002,0,398.32816193296156,FALSE,CLARA,NA,TRUE
AEZ6,8.5261,-83.3978,-8046743.503108218,1083799.039052672,1,2002,0,707.7811131349479,FALSE,CLARA,NA,TRUE
AEZ6,8.5162,-83.41,-8047920.635727278,1082549.637942262,1,2002,0,1331.3476195430517,FALSE,CLARA,NA,TRUE
AEZ6,8.516,-83.4099,-8047910.987099253,1082524.3971912654,1,2002,0,1333.0984314480688,FALSE,CLARA,NA,TRUE
AEZ6,8.515,-83.415,-8048403.067128533,1082398.1932435844,1,2002,0,1834.5413143785483,FALSE,CLARA,NA,TRUE
AEZ6,8.514,-83.414,-8048306.580848281,1082271.9889747584,1,2002,0,1799.522769165912,FALSE,CLARA,NA,TRUE
AEZ6,8.513,-83.414,-8048306.580848281,1082145.7843848262,1,2002,0,1860.4479568117729,FALSE,CLARA,NA,TRUE
AEZ6,8.514,-83.416,-8048499.553408784,1082271.9889747584,1,2002,0,1973.240531974152,FALSE,CLARA,NA,TRUE
AEZ6,8.517,-83.418,-8048692.5259692855,1082650.6008177681,1,2002,0,2036.1067482177377,FALSE,CLARA,NA,TRUE
AEZ6,8.516,-83.419,-8048789.012249537,1082524.3971912654,1,2002,0,2160.095856762175,FALSE,CLARA,NA,TRUE
AEZ6,18.5437,-95.0574,-9171734.93632157,2325646.269049658,1,2003,0,5608.29090757215,FALSE,CLARA,NA,TRUE
AEZ6,18.5431,-95.0569,-9171686.693181446,2325573.600638938,1,2003,0,5694.081175042417,FALSE,CLARA,NA,TRUE
AEZ6,18.5424,-95.0565,-9171648.098669345,2325488.8205115874,1,2003,0,5787.21186058992,FALSE,CLARA,NA,TRUE
AEZ6,18.5423,-95.0563,-9171628.801413294,2325476.7090371456,1,2003,0,5805.9771719007695,FALSE,CLARA,NA,TRUE
AEZ6,18.5422,-95.0563,-9171628.801413294,2325464.597555783,1,2003,0,5817.094356960613,FALSE,CLARA,NA,TRUE
AEZ6,18.5421,-95.0562,-9171619.15278527,2325452.4860675028,1,2003,0,5832.039869535685,FALSE,CLARA,NA,TRUE
AEZ6,18.5419,-95.056,-9171599.855529219,2325428.263070185,1,2003,0,5861.939314957361,FALSE,CLARA,NA,TRUE
AEZ6,18.5415,-95.0556,-9171561.261017118,2325379.816992509,1,2003,0,5921.771292797495,FALSE,CLARA,NA,TRUE
AEZ6,18.5408,-95.0552,-9171522.666505018,2325295.0360902008,1,2003,0,6014.9135044903705,FALSE,CLARA,NA,TRUE
AEZ6,18.5385,-95.0594,-9171927.908882072,2325016.4678813675,1,2003,0,6126.6500436683045,FALSE,CLARA,NA,TRUE
AEZ6,18.538,-95.0589,-9171879.665741945,2324955.9090908216,1,2003,0,6199.72410999829,FALSE,CLARA,NA,TRUE
AEZ6,18.5383,-95.0587,-9171860.368485896,2324992.244385898,1,2003,0,6171.914300563479,FALSE,CLARA,NA,TRUE
AEZ6,18.5383,-95.0585,-9171841.071229845,2324992.244385898,1,2003,0,6178.427073064157,FALSE,CLARA,NA,TRUE
AEZ6,18.5383,-95.0584,-9171831.422601823,2324992.244385898,1,2003,0,6181.7034761516,FALSE,CLARA,NA,TRUE
AEZ6,18.5383,-95.0581,-9171802.476717746,2324992.244385898,1,2003,0,6191.612498295981,FALSE,CLARA,NA,TRUE
AEZ6,18.5386,-95.0577,-9171763.882205645,2325028.579618719,1,2003,0,6170.984261702119,FALSE,CLARA,NA,TRUE
AEZ6,18.5392,-95.0574,-9171734.93632157,2325101.2498975717,1,2003,0,6113.369294244174,FALSE,CLARA,NA,TRUE
AEZ6,18.5511,-95.0583,-9171821.773973795,2326542.4922963777,1,2003,0,4757.594874109418,FALSE,CLARA,NA,TRUE
AEZ6,18.5511,-95.0579,-9171783.179461695,2326542.4922963777,1,2003,0,4774.861542955916,FALSE,CLARA,NA,TRUE
AEZ6,18.5511,-95.0571,-9171705.990437495,2326542.4922963777,1,2003,0,4810.13799272818,FALSE,CLARA,NA,TRUE
AEZ6,18.5511,-95.057,-9171696.34180947,2326542.4922963777,1,2003,0,4814.616388418169,FALSE,CLARA,NA,TRUE
AEZ6,18.5511,-95.0569,-9171686.693181446,2326542.4922963777,1,2003,0,4819.109940456646,FALSE,CLARA,NA,TRUE
AEZ6,18.5511,-95.0568,-9171677.04455342,2326542.4922963777,1,2003,0,4823.618606486754,FALSE,CLARA,NA,TRUE
AEZ6,18.5511,-95.0565,-9171648.098669345,2326542.4922963777,1,2003,0,4837.234865190351,FALSE,CLARA,NA,TRUE
AEZ6,18.551,-95.0559,-9171590.206901195,2326530.381424063,1,2003,0,4875.484784979338,FALSE,CLARA,NA,TRUE
AEZ6,18.5506,-95.0552,-9171522.666505018,2326481.9378655828,1,2003,0,4950.569374743949,FALSE,CLARA,NA,TRUE
AEZ6,18.5474,-95.0566,-9171657.74729737,2326094.3854106367,1,2003,0,5232.189252053041,FALSE,CLARA,NA,TRUE
AEZ6,18.5476,-95.0562,-9171619.15278527,2326118.6076467177,1,2003,0,5227.373945355713,FALSE,CLARA,NA,TRUE
AEZ6,18.5476,-95.055,-9171503.369248968,2326118.6076467177,1,2003,0,5279.685339392982,FALSE,CLARA,NA,TRUE
AEZ6,18.5478,-95.0548,-9171484.071992917,2326142.829855119,1,2003,0,5267.147550384241,FALSE,CLARA,NA,TRUE
AEZ6,18.5479,-95.0548,-9171484.071992917,2326154.940948935,1,2003,0,5256.430336299336,FALSE,CLARA,NA,TRUE
AEZ6,18.548,-95.0547,-9171474.423364893,2326167.0520358304,1,2003,0,5250.233874808778,FALSE,CLARA,NA,TRUE
AEZ6,18.5482,-95.0546,-9171464.774736866,2326191.274188861,1,2003,0,5233.395459777927,FALSE,CLARA,NA,TRUE
AEZ6,18.5487,-95.0545,-9171455.126108844,2326251.8294503014,1,2003,0,5184.695913339742,FALSE,CLARA,NA,TRUE
AEZ6,18.5497,-95.0544,-9171445.477480818,2326372.939454051,1,2003,0,5083.384033969721,FALSE,CLARA,NA,TRUE
AEZ6,18.5878,-95.0634,-9172313.854003076,2330986.7146650325,1,2003,0,1631.1131259321287,FALSE,CLARA,NA,TRUE
AEZ6,18.5864,-95.0637,-9172342.79988715,2330817.1974240816,1,2003,0,1592.0696698968525,FALSE,CLARA,NA,TRUE
AEZ6,18.588,-95.0627,-9172246.313606901,2331010.931302765,1,2003,0,1701.01050901107,FALSE,CLARA,NA,TRUE
AEZ6,18.5882,-95.0624,-9172217.367722824,2331035.1479127584,1,2003,0,1732.7958592182708,FALSE,CLARA,NA,TRUE
AEZ6,18.5883,-95.0623,-9172207.7190948,2331047.2562073474,1,2003,0,1743.9996051832686,FALSE,CLARA,NA,TRUE
AEZ6,18.5883,-95.0622,-9172198.070466774,2331047.2562073474,1,2003,0,1753.5552728832297,FALSE,CLARA,NA,TRUE
AEZ6,18.5885,-95.062,-9172178.773210723,2331071.472775725,1,2003,0,1776.1399087084935,FALSE,CLARA,NA,TRUE
AEZ6,18.5889,-95.0618,-9172159.475954674,2331119.9058292313,1,2003,0,1803.0442546388472,FALSE,CLARA,NA,TRUE
AEZ6,18.5891,-95.0619,-9172169.124582699,2331144.1223143693,1,2003,0,1797.9533631963516,FALSE,CLARA,NA,TRUE
AEZ6,18.5902,-95.0606,-9172043.692418372,2331277.312486669,1,2003,0,1949.1977411537227,FALSE,CLARA,NA,TRUE
AEZ6,18.5909,-95.0597,-9171956.85476615,2331362.069432031,1,2003,0,2054.8935643881214,FALSE,CLARA,NA,TRUE
AEZ6,18.5913,-95.0595,-9171937.557510097,2331410.5018196143,1,2003,0,2087.006508001815,FALSE,CLARA,NA,TRUE
AEZ6,18.5914,-95.0594,-9171927.908882072,2331422.6098991716,1,2003,0,2099.771033399339,FALSE,CLARA,NA,TRUE
AEZ6,18.5915,-95.0593,-9171918.260254046,2331434.7179717887,1,2003,0,2112.571895926516,FALSE,CLARA,NA,TRUE
AEZ6,18.5916,-95.0593,-9171918.260254046,2331446.8260374665,1,2003,0,2116.2121346061936,FALSE,CLARA,NA,TRUE
AEZ6,18.5918,-95.0593,-9171918.260254046,2331471.04214801,1,2003,0,2123.6809950774514,FALSE,CLARA,NA,TRUE
AEZ6,18.5924,-95.0591,-9171898.962997997,2331543.690313156,1,2003,0,2165.700794836456,FALSE,CLARA,NA,TRUE
AEZ6,18.5932,-95.0581,-9171802.476717746,2331640.554144836,1,2003,0,2290.1757268800825,FALSE,CLARA,NA,TRUE
AEZ6,18.5887,-95.0859,-9174484.79530872,2331095.68931635,1,2003,0,622.0269472945671,FALSE,CLARA,NA,TRUE
AEZ6,18.5708,-95.0929,-9175160.199270478,2328928.1990837725,1,2003,0,2241.48644882408,FALSE,CLARA,NA,TRUE
AEZ6,18.5771,-95.0976,-9175613.684787657,2329691.0841066767,1,2003,0,2014.8404608162728,FALSE,CLARA,NA,TRUE
AEZ6,18.5711,-95.0926,-9175131.253386403,2328964.5275657615,1,2003,0,2195.247327946225,FALSE,CLARA,NA,TRUE
AEZ6,18.5768,-95.0975,-9175604.03615963,2329654.7568722586,1,2003,0,2027.1987727497842,FALSE,CLARA,NA,TRUE
AEZ6,18.5711,-95.0924,-9175111.956130352,2328964.5275657615,1,2003,0,2184.7900557382536,FALSE,CLARA,NA,TRUE
AEZ6,18.5766,-95.0975,-9175604.03615963,2329630.5386813134,1,2003,0,2041.0387823704618,FALSE,CLARA,NA,TRUE
AEZ6,18.5712,-95.0922,-9175092.658874301,2328976.6370458957,1,2003,0,2164.213313874054,FALSE,CLARA,NA,TRUE
AEZ6,18.5765,-95.0974,-9175594.387531606,2329618.429575449,1,2003,0,2040.1748263278946,FALSE,CLARA,NA,TRUE
AEZ6,18.5712,-95.0921,-9175083.010246277,2328976.6370458957,1,2003,0,2159.0667702760165,FALSE,CLARA,NA,TRUE
AEZ6,18.5764,-95.0974,-9175594.387531606,2329606.3204626488,1,2003,0,2047.241739070861,FALSE,CLARA,NA,TRUE
AEZ6,18.5712,-95.092,-9175073.36161825,2328976.6370458957,1,2003,0,2153.951151050499,FALSE,CLARA,NA,TRUE
AEZ6,18.5764,-95.0975,-9175604.03615963,2329606.3204626488,1,2003,0,2055.0710124095513,FALSE,CLARA,NA,TRUE
AEZ6,18.5712,-95.0918,-9175054.064362202,2328976.6370458957,1,2003,0,2143.813569893651,FALSE,CLARA,NA,TRUE
AEZ6,18.5762,-95.0977,-9175623.333415681,2329582.102216256,1,2003,0,2084.8890533675885,FALSE,CLARA,NA,TRUE
AEZ6,18.5711,-95.0913,-9175005.821222074,2328964.5275657615,1,2003,0,2129.484088059466,FALSE,CLARA,NA,TRUE
AEZ6,18.576,-95.0982,-9175671.576555807,2329557.8839421324,1,2003,0,2138.1841801656183,FALSE,CLARA,NA,TRUE
AEZ6,18.5712,-95.0905,-9174928.632197876,2328976.6370458957,1,2003,0,2081.0795865711175,FALSE,CLARA,NA,TRUE
AEZ6,18.5756,-95.0989,-9175739.116951982,2329509.447310713,1,2003,0,2221.2974139497155,FALSE,CLARA,NA,TRUE
AEZ6,18.5886,-95.0786,-9173780.44546289,2331083.5810495033,1,2003,0,318.4185998608025,FALSE,CLARA,NA,TRUE
AEZ6,18.584,-95.0716,-9173105.041501135,2330526.593277089,1,2003,0,875.2702729918304,FALSE,CLARA,NA,TRUE
AEZ6,18.5901,-95.0817,-9174079.552931666,2331265.20432387,1,2003,0,482.34087374615416,FALSE,CLARA,NA,TRUE
AEZ6,18.5881,-95.0859,-9174484.79530872,2331023.0396112283,1,2003,0,591.583846889445,FALSE,CLARA,NA,TRUE
AEZ6,18.5882,-95.0786,-9173780.44546289,2331035.1479127584,1,2003,0,277.0553847499318,FALSE,CLARA,NA,TRUE
AEZ6,18.5836,-95.0716,-9173105.041501135,2330478.158864243,1,2003,0,891.8640572128006,FALSE,CLARA,NA,TRUE
AEZ6,18.5881,-95.0787,-9173790.094090914,2331023.0396112283,1,2003,0,261.62774136788147,FALSE,CLARA,NA,TRUE
AEZ6,18.5833,-95.0716,-9173105.041501135,2330441.8329817927,1,2003,0,905.8107514705723,FALSE,CLARA,NA,TRUE
AEZ6,18.5879,-95.0787,-9173790.094090914,2330998.8229873646,1,2003,0,241.82527549443884,FALSE,CLARA,NA,TRUE
AEZ6,18.5816,-95.0723,-9173172.581897307,2330235.985135789,1,2003,0,951.2578429345151,FALSE,CLARA,NA,TRUE
AEZ6,18.5878,-95.0787,-9173790.094090914,2330986.7146650325,1,2003,0,232.23799893837545,FALSE,CLARA,NA,TRUE
AEZ6,18.5817,-95.0724,-9173182.230525333,2330248.0938880825,1,2003,0,936.2904221788091,FALSE,CLARA,NA,TRUE
AEZ6,18.5816,-95.0725,-9173191.879153358,2330235.985135789,1,2003,0,935.8661894953713,FALSE,CLARA,NA,TRUE
AEZ6,18.5875,-95.0788,-9173799.74271894,2330950.3896564096,1,2003,0,198.3912847856611,FALSE,CLARA,NA,TRUE
AEZ6,18.5816,-95.0727,-9173211.176409408,2330235.985135789,1,2003,0,920.6217104320934,FALSE,CLARA,NA,TRUE
AEZ6,18.587,-95.079,-9173819.03997499,2330889.8478366574,1,2003,0,143.49176999796305,FALSE,CLARA,NA,TRUE
AEZ6,18.5817,-95.0732,-9173259.419549534,2330248.0938880825,1,2003,0,875.4507774332088,FALSE,CLARA,NA,TRUE
AEZ6,18.5862,-95.0788,-9173799.74271894,2330792.980564404,1,2003,0,135.62239718726713,FALSE,CLARA,NA,TRUE
AEZ6,18.5816,-95.0742,-9173355.905829785,2330235.985135789,1,2003,0,811.8034784454809,FALSE,CLARA,NA,TRUE
AEZ6,18.5675,-95.0919,-9175063.712990224,2328528.5816658647,1,2003,0,2541.038584440365,FALSE,CLARA,NA,TRUE
AEZ6,18.5722,-95.0928,-9175150.550642451,2329097.7314660964,1,2003,0,2095.963310321827,FALSE,CLARA,NA,TRUE
AEZ6,18.5683,-95.092,-9175073.36161825,2328625.4593085684,1,2003,0,2459.0759652374913,FALSE,CLARA,NA,TRUE
AEZ6,18.5723,-95.0926,-9175131.253386403,2329109.8408700023,1,2003,0,2074.9242541774634,FALSE,CLARA,NA,TRUE
AEZ6,18.5899,-95.0814,-9174050.607047591,2331240.987977468,1,2003,0,451.0141326265893,FALSE,CLARA,NA,TRUE
AEZ6,18.5876,-95.0859,-9174484.79530872,2330962.4979995554,1,2003,0,572.0546930408032,FALSE,CLARA,NA,TRUE
AEZ6,18.5688,-95.0914,-9175015.4698501,2328686.0076100742,1,2003,0,2378.718654449933,FALSE,CLARA,NA,TRUE
AEZ6,18.5723,-95.0924,-9175111.956130352,2329109.8408700023,1,2003,0,2063.8574120737176,FALSE,CLARA,NA,TRUE
AEZ6,18.5689,-95.0909,-9174967.226709975,2328698.117249585,1,2003,0,2346.3133448177414,FALSE,CLARA,NA,TRUE
AEZ6,18.5724,-95.0923,-9175102.307502326,2329121.9502669745,1,2003,0,2048.4078832698024,FALSE,CLARA,NA,TRUE
AEZ6,18.569,-95.0908,-9174957.57808195,2328710.226882171,1,2003,0,2331.195872282485,FALSE,CLARA,NA,TRUE
AEZ6,18.5724,-95.0922,-9175092.658874301,2329121.9502669745,1,2003,0,2042.9240599583632,FALSE,CLARA,NA,TRUE
AEZ6,18.5725,-95.0921,-9175083.010246277,2329134.05965702,1,2003,0,2027.4791825964446,FALSE,CLARA,NA,TRUE
AEZ6,18.5691,-95.0904,-9174918.983569851,2328722.336507828,1,2003,0,2303.568743275432,FALSE,CLARA,NA,TRUE
AEZ6,18.5726,-95.0919,-9175063.712990224,2329146.1690401305,1,2003,0,2006.5908604694962,FALSE,CLARA,NA,TRUE
AEZ6,18.5694,-95.09,-9174880.38905775,2328758.665343217,1,2003,0,2254.3167426824607,FALSE,CLARA,NA,TRUE
AEZ6,18.573,-95.0916,-9175034.767106151,2329194.606503281,1,2003,0,1950.264027447029,FALSE,CLARA,NA,TRUE
AEZ6,18.5701,-95.0902,-9174899.6863138,2328843.43238327,1,2003,0,2186.1054184696336,FALSE,CLARA,NA,TRUE
