sample_id,phylo_div,SR
SC1_2011__Bakayoko 1  2__2001-07-01,60,37
SC1_2011__Bakayoko 1  30__2001-07-01,70,41
SC1_2011__Bakayoko 1  31__2001-07-01,65,40
SC1_2011__Bakayoko 1  32__2001-07-01,64,38
SC1_2011__Bakayoko 1  33__2001-07-01,66,41
SC1_2011__Bakayoko 1  34__2001-07-01,81,49
SC1_2011__Bakayoko 1  35__2001-07-01,59,37
SC1_2011__Bakayoko 1  36__2001-07-01,78,48
SC1_2011__Bakayoko 1  37__2001-07-01,70,43
SC1_2011__Bakayoko 1  38__2001-07-01,57,32
SC1_2011__Bakayoko 1  39__2001-07-01,68,43
SC1_2011__Bakayoko 1  3__2001-07-01,56,35
SC1_2011__Bakayoko 1  40__2001-07-01,71,45
SC1_2011__Bakayoko 1  41__2001-07-01,59,34
SC1_2011__Bakayoko 1  42__2001-07-01,63,39
SC1_2011__Bakayoko 1  43__2001-07-01,59,36
SC1_2011__Bakayoko 1  44__2001-07-01,57,35
SC1_2011__Bakayoko 1  45__2001-07-01,67,44
SC1_2011__Bakayoko 1  46__2001-07-01,64,38
SC1_2011__Bakayoko 1  47__2001-07-01,68,44
SC1_2011__Bakayoko 1  48__2001-07-01,67,40
SC1_2011__Bakayoko 1  49__2001-07-01,63,39
SC1_2011__Bakayoko 1  4__2001-07-01,58,36
SC1_2011__Bakayoko 1  50__2001-07-01,63,39
SC1_2011__Bakayoko 1  51__2001-07-01,64,40
SC1_2011__Bakayoko 1  52__2001-07-01,65,40
SC1_2011__Bakayoko 1  53__2001-07-01,71,44
SC1_2011__Bakayoko 1  54__2001-07-01,61,38
SC1_2011__Bakayoko 1  55__2001-07-01,65,39
SC1_2011__Bakayoko 1  56__2001-07-01,65,40
SC1_2011__Bakayoko 1  57__2001-07-01,55,31
SC1_2011__Bakayoko 1  58__2001-07-01,63,39
SC1_2011__Bakayoko 1  59__2001-07-01,62,38
SC1_2011__Bakayoko 1  5__2001-07-01,59,37
SC1_2011__Bakayoko 1  60__2001-07-01,65,38
SC1_2011__Bakayoko 1  61__2001-07-01,60,35
SC1_2011__Bakayoko 1  62__2001-07-01,59,32
SC1_2011__Bakayoko 1  63__2001-07-01,56,35
SC1_2011__Bakayoko 1  64__2001-07-01,57,35
SC1_2011__Bakayoko 1  65__2001-07-01,68,39
SC1_2011__Bakayoko 1  66__2001-07-01,63,37
SC1_2011__Bakayoko 1  67__2001-07-01,70,43
SC1_2011__Bakayoko 1  68__2001-07-01,57,33
SC1_2011__Bakayoko 1  69__2001-07-01,72,43
SC1_2011__Bakayoko 1  6__2001-07-01,65,39
SC1_2011__Bakayoko 1  70__2001-07-01,68,40
SC1_2011__Bakayoko 1  71__2001-07-01,67,42
SC1_2011__Bakayoko 1  72__2001-07-01,63,39
SC1_2011__Bakayoko 1  73__2001-07-01,58,38
SC1_2011__Bakayoko 1  74__2001-07-01,68,41
SC1_2011__Bakayoko 1  75__2001-07-01,51,29
SC1_2011__Bakayoko 1  76__2001-07-01,58,35
SC1_2011__Bakayoko 1  77__2001-07-01,52,31
SC1_2011__Bakayoko 1  78__2001-07-01,67,40
SC1_2011__Bakayoko 1  79__2001-07-01,52,32
SC1_2011__Bakayoko 1  7__2001-07-01,69,43
SC1_2011__Bakayoko 1  80__2001-07-01,50,30
SC1_2011__Bakayoko 1  81__2001-07-01,59,35
SC1_2011__Bakayoko 1  82__2001-07-01,59,34
SC1_2011__Bakayoko 1  83__2001-07-01,60,37
SC1_2011__Bakayoko 1  84__2001-07-01,60,36
SC1_2011__Bakayoko 1  85__2001-07-01,55,32
SC1_2011__Bakayoko 1  86__2001-07-01,58,35
SC1_2011__Bakayoko 1  87__2001-07-01,57,32
SC1_2011__Bakayoko 1  88__2001-07-01,53,30
SC1_2011__Bakayoko 1  89__2001-07-01,60,37
SC1_2011__Bakayoko 1  8__2001-07-01,63,39
SC1_2011__Bakayoko 1  90__2001-07-01,60,35
SC1_2011__Bakayoko 1  91__2001-07-01,72,44
SC1_2011__Bakayoko 1  92__2001-07-01,60,38
SC1_2011__Bakayoko 1  93__2001-07-01,63,38
SC1_2011__Bakayoko 1  94__2001-07-01,77,49
SC1_2011__Bakayoko 1  95__2001-07-01,67,40
SC1_2011__Bakayoko 1  96__2001-07-01,77,47
SC1_2011__Bakayoko 1  97__2001-07-01,74,44
SC1_2011__Bakayoko 1  98__2001-07-01,76,48
SC1_2011__Bakayoko 1  99__2001-07-01,75,47
SC1_2011__Bakayoko 1  9__2001-07-01,64,40
SC1_2011__Brearley 1  10__2008-07-01,15,6
SC1_2011__Brearley 1  11__2005-07-31,14,6
SC1_2011__Brearley 1  12__2008-08-16,14,6
SC1_2011__Brearley 1  13__2005-07-31,14,6
SC1_2011__Brearley 1  14__2008-08-16,13,6
SC1_2011__Brearley 1  1__2005-07-31,33,19
SC1_2011__Brearley 1  2__2005-07-31,27,14
SC1_2011__Brearley 1  3__2005-07-31,30,16
SC1_2011__Brearley 1  4__2005-07-31,38,23
SC1_2011__Brearley 1  5__2005-07-31,37,21
SC1_2011__Brearley 1  6__2005-07-31,32,17
SC1_2011__Brearley 1  7__2005-07-31,19,8
SC1_2011__Brearley 1  8__2005-07-31,20,10
SC1_2011__Brearley 1  9__2005-07-31,13,5
SC1_2011__DCruze 1 Clear cut 4__2005-05-16,5,1
SC1_2011__DCruze 1 Clear cut 5__2005-05-16,6,2
SC1_2011__DCruze 1 Clear cut 6__2005-05-16,5,1
SC1_2011__DCruze 1 Forest 1__2005-05-16,6,2
SC1_2011__DCruze 1 Forest 2__2005-05-16,6,2
SC1_2011__DCruze 1 Forest 3__2005-05-16,6,2
SC1_2011__DCruze 1 Orchard 7__2005-05-16,7,3
SC1_2011__DCruze 1 Orchard 8__2005-05-16,6,2
SC1_2011__DCruze 1 Orchard 9__2005-05-16,7,3
SC1_2011__Meijer 1 Faial 10__2004-07-16,33,20
SC1_2011__Meijer 1 Faial 11__2004-07-16,27,15
SC1_2011__Meijer 1 Faial 12__2004-07-16,23,11
SC1_2011__Meijer 1 Faial 13__2004-07-16,24,11
SC1_2011__Meijer 1 Faial 14__2004-07-16,23,11
SC1_2011__Meijer 1 Faial 15__2009-06-15,31,20
SC1_2011__Meijer 1 Faial 16__2009-06-15,33,21
SC1_2011__Meijer 1 Faial 17__2009-06-15,27,15
SC1_2011__Meijer 1 Faial 18__2009-06-15,26,16
SC1_2011__Meijer 1 Faial 19__2009-06-15,16,9
SC1_2011__Meijer 1 Faial 1__2009-06-15,17,7
SC1_2011__Meijer 1 Faial 20__2004-07-16,20,8
SC1_2011__Meijer 1 Faial 21__2004-07-16,22,10
SC1_2011__Meijer 1 Faial 22__2009-06-15,17,9
SC1_2011__Meijer 1 Faial 2__2009-06-15,27,14
SC1_2011__Meijer 1 Faial 3__2009-06-15,29,16
SC1_2011__Meijer 1 Faial 4__2009-06-15,26,15
SC1_2011__Meijer 1 Faial 5__2009-06-15,28,15
SC1_2011__Meijer 1 Faial 6__2009-06-15,22,11
SC1_2011__Meijer 1 Faial 9__2004-07-16,26,15
SC1_2011__Meijer 1 Flores 23__2009-07-16,20,8
SC1_2011__Meijer 1 Flores 24__2009-07-16,25,13
SC1_2011__Meijer 1 Flores 25__2009-07-16,22,10
SC1_2011__Meijer 1 Flores 26__2009-07-16,28,15
SC1_2011__Meijer 1 Flores 29__2000-09-15,35,20
SC1_2011__Meijer 1 Flores 30__2000-09-15,36,22
SC1_2011__Meijer 1 Flores 35__2000-09-15,24,11
SC1_2011__Meijer 1 Flores 36__2000-09-15,35,20
SC1_2011__Meijer 1 Flores 37__2000-09-15,29,16
SC1_2011__Meijer 1 Flores 38__2000-09-15,30,16
SC1_2011__Meijer 1 Flores 39__2009-07-16,32,19
SC1_2011__Meijer 1 Flores 40__2009-07-16,34,20
SC1_2011__Meijer 1 Flores 41__2009-07-16,25,14
SC1_2011__Meijer 1 Flores 42__2009-07-16,24,14
SC1_2011__Meijer 1 Flores 43__2009-07-16,22,10
SC1_2011__Meijer 1 Flores 44__2009-07-16,25,14
SC1_2011__Meijer 1 Flores 45__2009-07-16,27,15
SC1_2011__Meijer 1 Flores 46__2009-07-16,24,11
SC1_2011__Meijer 1 Santa Maria 47__2009-06-15,22,13
SC1_2011__Meijer 1 Santa Maria 48__2009-06-15,37,22
SC1_2011__Meijer 1 Santa Maria 49__2009-06-15,31,19
SC1_2011__Meijer 1 Santa Maria 50__2009-06-15,32,18
SC1_2011__Meijer 1 Santa Maria 53__2004-06-15,38,25
SC1_2011__Meijer 1 Santa Maria 54__2004-06-15,32,20
SC1_2011__Meijer 1 Santa Maria 55__2009-06-15,41,26
SC1_2011__Meijer 1 Santa Maria 56__2009-06-15,39,23
SC1_2011__Meijer 1 Santa Maria 57__2009-06-15,40,24
SC1_2011__Meijer 1 Santa Maria 58__2009-06-15,38,25
SC1_2011__Meijer 1 Santa Maria 59__2009-06-15,43,29
SC1_2011__Meijer 1 Santa Maria 60__2009-06-15,38,24
SC1_2011__Meijer 1 Santa Maria 61__2009-06-15,34,23
SC1_2011__Meijer 1 Santa Maria 62__2009-06-15,28,17
SC1_2011__Meijer 1 Terceira 100__2008-07-16,21,10
SC1_2011__Meijer 1 Terceira 101__2003-07-16,28,14
SC1_2011__Meijer 1 Terceira 102__2003-07-16,35,18
SC1_2011__Meijer 1 Terceira 103__2003-08-16,27,15
SC1_2011__Meijer 1 Terceira 104__2003-07-16,39,22
SC1_2011__Meijer 1 Terceira 105__2003-08-16,28,14
SC1_2011__Meijer 1 Terceira 106__2003-07-16,32,16
SC1_2011__Meijer 1 Terceira 107__2003-07-16,23,12
SC1_2011__Meijer 1 Terceira 108__2003-08-16,28,13
SC1_2011__Meijer 1 Terceira 111__2008-07-16,25,12
SC1_2011__Meijer 1 Terceira 112__2002-06-15,36,20
SC1_2011__Meijer 1 Terceira 113__2002-07-16,28,14
SC1_2011__Meijer 1 Terceira 114__2003-09-15,29,14
SC1_2011__Meijer 1 Terceira 115__2003-09-15,22,10
SC1_2011__Meijer 1 Terceira 116__2003-09-15,31,15
SC1_2011__Meijer 1 Terceira 117__2003-09-15,29,14
SC1_2011__Meijer 1 Terceira 118__2005-09-15,40,26
SC1_2011__Meijer 1 Terceira 119__2005-09-15,32,20
SC1_2011__Meijer 1 Terceira 120__2005-08-16,41,27
SC1_2011__Meijer 1 Terceira 121__2005-07-16,29,18
SC1_2011__Meijer 1 Terceira 122__2005-08-16,34,20
SC1_2011__Meijer 1 Terceira 123__2005-08-16,30,19
SC1_2011__Meijer 1 Terceira 124__2005-07-16,29,18
SC1_2011__Meijer 1 Terceira 125__2005-08-16,28,17
SC1_2011__Meijer 1 Terceira 126__2008-07-16,27,15
SC1_2011__Meijer 1 Terceira 127__2008-07-16,40,26
SC1_2011__Meijer 1 Terceira 128__2005-07-16,21,11
SC1_2011__Meijer 1 Terceira 129__2008-07-16,32,19
SC1_2011__Meijer 1 Terceira 130__2005-09-15,21,12
SC1_2011__Meijer 1 Terceira 131__2005-07-16,27,16
SC1_2011__Meijer 1 Terceira 132__2005-10-16,25,14
SC1_2011__Meijer 1 Terceira 133__2005-07-16,33,21
SC1_2011__Meijer 1 Terceira 134__2005-08-16,26,15
SC1_2011__Meijer 1 Terceira 135__2008-07-16,30,18
SC1_2011__Meijer 1 Terceira 136__2005-09-15,35,21
SC1_2011__Meijer 1 Terceira 137__2005-07-16,22,13
SC1_2011__Meijer 1 Terceira 138__2004-08-16,23,12
SC1_2011__Meijer 1 Terceira 139__2004-09-15,27,15
SC1_2011__Meijer 1 Terceira 140__2008-07-16,27,15
SC1_2011__Meijer 1 Terceira 141__2005-10-16,26,13
SC1_2011__Meijer 1 Terceira 142__2008-07-16,25,15
SC1_2011__Meijer 1 Terceira 143__2004-08-16,26,15
SC1_2011__Meijer 1 Terceira 144__2004-09-15,22,9
SC1_2011__Meijer 1 Terceira 145__2004-09-15,22,12
SC1_2011__Meijer 1 Terceira 146__2000-07-16,23,12
SC1_2011__Meijer 1 Terceira 147__2005-08-16,35,19
SC1_2011__Meijer 1 Terceira 148__2005-09-15,26,14
SC1_2011__Meijer 1 Terceira 149__2002-08-16,28,16
SC1_2011__Meijer 1 Terceira 150__2007-05-16,31,18
SC1_2011__Meijer 1 Terceira 151__2008-07-16,27,16
SC1_2011__Meijer 1 Terceira 152__2004-08-16,20,9
SC1_2011__Meijer 1 Terceira 63__2002-10-16,21,9
SC1_2011__Meijer 1 Terceira 64__2002-10-16,24,12
SC1_2011__Meijer 1 Terceira 65__2005-08-16,23,10
SC1_2011__Meijer 1 Terceira 66__2002-08-16,28,14
SC1_2011__Meijer 1 Terceira 67__2002-08-16,28,13
SC1_2011__Meijer 1 Terceira 68__2008-07-16,27,13
SC1_2011__Meijer 1 Terceira 69__2005-09-15,28,13
SC1_2011__Meijer 1 Terceira 70__2008-07-16,29,15
SC1_2011__Meijer 1 Terceira 71__2008-07-16,35,18
SC1_2011__Meijer 1 Terceira 74__2008-07-16,29,15
SC1_2011__Meijer 1 Terceira 75__2005-09-15,29,14
SC1_2011__Meijer 1 Terceira 78__2003-08-16,27,13
SC1_2011__Meijer 1 Terceira 79__2003-06-15,30,17
SC1_2011__Meijer 1 Terceira 80__2003-06-15,29,14
SC1_2011__Meijer 1 Terceira 81__2003-06-15,33,17
SC1_2011__Meijer 1 Terceira 82__2003-07-16,29,15
SC1_2011__Meijer 1 Terceira 83__2003-07-16,27,13
SC1_2011__Meijer 1 Terceira 84__2002-07-16,30,16
SC1_2011__Meijer 1 Terceira 85__2002-09-15,26,12
SC1_2011__Meijer 1 Terceira 86__2003-09-15,28,14
SC1_2011__Meijer 1 Terceira 87__2003-09-15,31,16
SC1_2011__Meijer 1 Terceira 88__2002-07-16,39,24
SC1_2011__Meijer 1 Terceira 89__2002-09-15,28,14
SC1_2011__Meijer 1 Terceira 90__2003-06-15,36,20
SC1_2011__Meijer 1 Terceira 91__2003-07-16,37,19
SC1_2011__Meijer 1 Terceira 98__2001-07-16,25,13
SC1_2011__Meijer 1 Terceira 99__2001-07-16,28,14
SC1_2011__Rubio 1 EC_LQNR 11__2007-01-30,0,0
SC1_2011__Rubio 1 EC_LQNR 2__2006-01-30,0,0
SC1_2011__Rubio 1 EF1 13__2007-01-30,0,0
SC1_2011__Rubio 1 EF1 4__2006-01-30,0,0
SC1_2011__Rubio 1 EF2 5__2006-01-30,0,0
SC1_2011__Rubio 1 EP 16__2007-01-30,0,0
SC1_2011__Rubio 1 EP 7__2006-01-30,0,0
SC1_2011__Rubio 1 ICC1_1 8__2006-01-30,0,0
SC1_2011__Rubio 1 ICCI_2 18__2007-01-30,0,0
SC1_2011__Rubio 1 ICCI_2 9__2006-01-30,0,0
SC1_2011__Rubio 1 IC_LQNR 10__2007-01-30,0,0
SC1_2011__Rubio 1 IC_LQNR 1__2006-01-30,0,0
SC1_2011__Rubio 1 IF 12__2007-01-30,0,0
SC1_2011__Rubio 1 IF 3__2006-01-30,0,0
SC1_2011__Rubio 1 IP 6__2006-01-30,0,0
SC1_2011__Stouffer 1  10__2007-09-11,18,10
SC1_2011__Stouffer 1  11__2007-09-11,30,20
SC1_2011__Stouffer 1  1__2007-09-11,19,11
SC1_2011__Stouffer 1  2__2007-09-11,18,11
SC1_2011__Stouffer 1  3__2007-09-11,21,12
SC1_2011__Stouffer 1  4__2007-09-11,22,14
SC1_2011__Stouffer 1  5__2007-09-11,19,11
SC1_2011__Stouffer 1  6__2007-09-11,14,8
SC1_2011__Stouffer 1  7__2007-09-11,25,15
SC1_2011__Stouffer 1  8__2007-09-11,29,19
SC1_2011__Stouffer 1  9__2007-09-11,16,9
SC1_2011__Vu 1  1__2009-02-21,8,4
SC1_2011__Vu 1  2__2009-02-21,8,4
SC1_2011__Vu 1  3__2009-02-21,8,4
SC1_2011__Vu 1  4__2009-02-21,8,4
SC1_2012__Barrico 1  10__2009-03-31,7,2
SC1_2012__Barrico 1  11__2009-03-31,9,3
SC1_2012__Barrico 1  12__2009-03-31,7,2
SC1_2012__Barrico 1  13__2009-03-31,0,0
SC1_2012__Barrico 1  14__2009-03-31,5,1
SC1_2012__Barrico 1  17__2009-03-31,7,2
SC1_2012__Barrico 1  18__2009-03-31,7,2
SC1_2012__Barrico 1  19__2009-03-31,7,2
SC1_2012__Barrico 1  1__2009-03-31,5,1
SC1_2012__Barrico 1  20__2009-03-31,7,2
SC1_2012__Barrico 1  21__2009-03-31,5,1
SC1_2012__Barrico 1  23__2009-03-31,0,0
SC1_2012__Barrico 1  24__2009-03-31,9,3
SC1_2012__Barrico 1  25__2009-03-31,7,2
SC1_2012__Barrico 1  26__2009-03-31,10,3
SC1_2012__Barrico 1  27__2009-03-31,10,3
SC1_2012__Barrico 1  28__2009-03-31,9,3
SC1_2012__Barrico 1  29__2009-03-31,7,2
SC1_2012__Barrico 1  2__2009-03-31,5,1
SC1_2012__Barrico 1  30__2009-03-31,7,2
SC1_2012__Barrico 1  31__2009-03-31,7,2
SC1_2012__Barrico 1  32__2009-03-31,11,4
SC1_2012__Barrico 1  33__2009-03-31,9,3
SC1_2012__Barrico 1  34__2009-03-31,7,2
SC1_2012__Barrico 1  35__2009-03-31,11,4
SC1_2012__Barrico 1  36__2009-03-31,9,3
SC1_2012__Barrico 1  3__2009-03-31,7,2
SC1_2012__Barrico 1  4__2009-03-31,7,2
SC1_2012__Barrico 1  5__2009-03-31,5,1
SC1_2012__Barrico 1  6__2009-03-31,5,1
SC1_2012__Barrico 1  7__2009-03-31,7,2
SC1_2012__Barrico 1  8__2009-03-31,5,1
SC1_2012__Barrico 1  9__2009-03-31,7,2
SC1_2012__Barrico 2  10__2009-03-31,11,4
SC1_2012__Barrico 2  11__2009-03-31,7,2
SC1_2012__Barrico 2  12__2009-03-31,9,3
SC1_2012__Barrico 2  13__2009-03-31,0,0
SC1_2012__Barrico 2  14__2009-03-31,0,0
SC1_2012__Barrico 2  17__2009-03-31,9,3
SC1_2012__Barrico 2  18__2009-03-31,7,2
SC1_2012__Barrico 2  19__2009-03-31,7,2
SC1_2012__Barrico 2  1__2009-03-31,5,1
SC1_2012__Barrico 2  20__2009-03-31,7,2
SC1_2012__Barrico 2  21__2009-03-31,7,2
SC1_2012__Barrico 2  24__2009-03-31,16,7
SC1_2012__Barrico 2  25__2009-03-31,7,2
SC1_2012__Barrico 2  26__2009-03-31,7,2
SC1_2012__Barrico 2  27__2009-03-31,9,3
SC1_2012__Barrico 2  28__2009-03-31,9,3
SC1_2012__Barrico 2  29__2009-03-31,9,3
SC1_2012__Barrico 2  2__2009-03-31,9,3
SC1_2012__Barrico 2  30__2009-03-31,7,2
SC1_2012__Barrico 2  31__2009-03-31,11,4
SC1_2012__Barrico 2  32__2009-03-31,7,2
SC1_2012__Barrico 2  33__2009-03-31,13,5
SC1_2012__Barrico 2  34__2009-03-31,7,2
SC1_2012__Barrico 2  35__2009-03-31,9,3
SC1_2012__Barrico 2  36__2009-03-31,5,1
SC1_2012__Barrico 2  3__2009-03-31,6,2
SC1_2012__Barrico 2  4__2009-03-31,11,4
SC1_2012__Barrico 2  5__2009-03-31,9,3
SC1_2012__Barrico 2  6__2009-03-31,5,1
SC1_2012__Barrico 2  7__2009-03-31,11,4
SC1_2012__Barrico 2  8__2009-03-31,13,5
SC1_2012__Barrico 2  9__2009-03-31,9,3
SC1_2012__Barrico 3  10__2009-03-31,0,0
SC1_2012__Barrico 3  12__2009-03-31,9,3
SC1_2012__Barrico 3  13__2009-03-31,7,2
SC1_2012__Barrico 3  14__2009-03-31,11,4
SC1_2012__Barrico 3  15__2009-03-31,8,3
SC1_2012__Barrico 3  16__2009-03-31,11,4
SC1_2012__Barrico 3  17__2009-03-31,17,7
SC1_2012__Barrico 3  18__2009-03-31,13,5
SC1_2012__Barrico 3  19__2009-03-31,14,6
SC1_2012__Barrico 3  1__2009-03-31,10,4
SC1_2012__Barrico 3  20__2009-03-31,11,4
SC1_2012__Barrico 3  21__2009-03-31,7,2
SC1_2012__Barrico 3  22__2009-03-31,9,3
SC1_2012__Barrico 3  23__2009-03-31,11,4
SC1_2012__Barrico 3  24__2009-03-31,11,4
SC1_2012__Barrico 3  25__2009-03-31,0,0
SC1_2012__Barrico 3  26__2009-03-31,5,1
SC1_2012__Barrico 3  28__2009-03-31,5,1
SC1_2012__Barrico 3  29__2009-03-31,0,0
SC1_2012__Barrico 3  2__2009-03-31,9,3
SC1_2012__Barrico 3  30__2009-03-31,0,0
SC1_2012__Barrico 3  31__2009-03-31,0,0
SC1_2012__Barrico 3  32__2009-03-31,5,1
SC1_2012__Barrico 3  33__2009-03-31,7,2
SC1_2012__Barrico 3  35__2009-03-31,0,0
SC1_2012__Barrico 3  36__2009-03-31,5,1
SC1_2012__Barrico 3  3__2009-03-31,9,3
SC1_2012__Barrico 3  4__2009-03-31,9,3
SC1_2012__Barrico 3  5__2009-03-31,5,1
SC1_2012__Barrico 3  6__2009-03-31,7,2
SC1_2012__Barrico 3  7__2009-03-31,5,1
SC1_2012__Barrico 3  8__2009-03-31,7,2
SC1_2012__Barrico 3  9__2009-03-31,5,1
SC1_2012__GendreauBerthiaume 1 1 1__2008-07-01,8,2
SC1_2012__GendreauBerthiaume 1 1 2__2008-07-01,8,2
SC1_2012__GendreauBerthiaume 1 1 3__2008-07-01,12,4
SC1_2012__GendreauBerthiaume 1 1 4__2008-07-01,10,3
SC1_2012__GendreauBerthiaume 1 2 5__2008-07-01,8,2
SC1_2012__GendreauBerthiaume 1 2 6__2008-07-01,10,3
SC1_2012__GendreauBerthiaume 1 2 7__2008-07-01,10,3
SC1_2012__GendreauBerthiaume 1 2 8__2008-07-01,12,4
SC1_2012__GendreauBerthiaume 1 3 10__2008-07-01,12,4
SC1_2012__GendreauBerthiaume 1 3 11__2008-07-01,10,3
SC1_2012__GendreauBerthiaume 1 3 12__2008-07-01,10,3
SC1_2012__GendreauBerthiaume 1 3 9__2008-07-01,12,4
SC1_2012__Power 1 1 10__2008-07-23,11,4
SC1_2012__Power 1 1 11__2008-07-23,17,7
SC1_2012__Power 1 1 12__2008-07-23,11,4
SC1_2012__Power 1 1 1__2008-07-22,19,9
SC1_2012__Power 1 1 2__2008-07-22,13,5
SC1_2012__Power 1 1 3__2008-07-22,20,9
SC1_2012__Power 1 1 4__2008-07-22,18,8
SC1_2012__Power 1 1 5__2008-07-22,18,8
SC1_2012__Power 1 1 6__2008-07-22,12,5
SC1_2012__Power 1 1 7__2008-07-23,12,5
SC1_2012__Power 1 1 8__2008-07-23,11,4
SC1_2012__Power 1 1 9__2008-07-23,18,8
SC1_2012__Power 1 10 109__2008-09-20,17,8
SC1_2012__Power 1 10 110__2008-09-20,13,5
SC1_2012__Power 1 10 111__2008-09-20,19,9
SC1_2012__Power 1 10 112__2008-09-20,14,6
SC1_2012__Power 1 10 113__2008-09-20,17,8
SC1_2012__Power 1 10 114__2008-09-20,14,6
SC1_2012__Power 1 10 115__2008-09-28,11,4
SC1_2012__Power 1 10 116__2008-09-28,11,4
SC1_2012__Power 1 10 117__2008-09-28,12,5
SC1_2012__Power 1 10 118__2008-09-28,11,4
SC1_2012__Power 1 10 119__2008-09-28,17,8
SC1_2012__Power 1 10 120__2008-09-28,11,4
SC1_2012__Power 1 2 13__2008-07-24,24,11
SC1_2012__Power 1 2 14__2008-07-24,11,4
SC1_2012__Power 1 2 15__2008-07-24,11,4
SC1_2012__Power 1 2 16__2008-07-24,13,5
SC1_2012__Power 1 2 17__2008-07-24,13,5
SC1_2012__Power 1 2 18__2008-07-24,7,2
SC1_2012__Power 1 2 19__2008-07-25,14,6
SC1_2012__Power 1 2 20__2008-07-25,9,3
SC1_2012__Power 1 2 21__2008-07-25,9,3
SC1_2012__Power 1 2 22__2008-07-25,7,2
SC1_2012__Power 1 2 23__2008-07-25,14,5
SC1_2012__Power 1 2 24__2008-07-25,9,3
SC1_2012__Power 1 3 25__2008-07-29,22,10
SC1_2012__Power 1 3 26__2008-07-29,14,6
SC1_2012__Power 1 3 27__2008-07-29,9,3
SC1_2012__Power 1 3 28__2008-07-29,14,6
SC1_2012__Power 1 3 29__2008-07-29,13,5
SC1_2012__Power 1 3 30__2008-07-29,16,7
SC1_2012__Power 1 3 31__2008-07-30,20,9
SC1_2012__Power 1 3 32__2008-07-30,7,2
SC1_2012__Power 1 3 33__2008-07-30,13,5
SC1_2012__Power 1 3 34__2008-07-30,5,1
SC1_2012__Power 1 3 35__2008-07-30,7,2
SC1_2012__Power 1 3 36__2008-07-30,9,3
SC1_2012__Power 1 4 37__2008-08-01,9,3
SC1_2012__Power 1 4 38__2008-08-01,7,2
SC1_2012__Power 1 4 39__2008-08-01,11,4
SC1_2012__Power 1 4 40__2008-08-01,9,3
SC1_2012__Power 1 4 41__2008-08-01,9,3
SC1_2012__Power 1 4 42__2008-08-01,9,3
SC1_2012__Power 1 4 43__2008-08-06,13,5
SC1_2012__Power 1 4 44__2008-08-06,9,3
SC1_2012__Power 1 4 45__2008-08-06,18,8
SC1_2012__Power 1 4 46__2008-08-06,5,1
SC1_2012__Power 1 4 47__2008-08-06,16,7
SC1_2012__Power 1 4 48__2008-08-06,9,3
SC1_2012__Power 1 5 49__2008-08-11,24,12
SC1_2012__Power 1 5 50__2008-08-11,13,5
SC1_2012__Power 1 5 51__2008-08-11,18,8
SC1_2012__Power 1 5 52__2008-08-11,11,4
SC1_2012__Power 1 5 53__2008-08-11,16,7
SC1_2012__Power 1 5 54__2008-08-11,9,3
SC1_2012__Power 1 5 55__2008-08-13,13,5
SC1_2012__Power 1 5 56__2008-08-13,11,4
SC1_2012__Power 1 5 57__2008-08-13,14,6
SC1_2012__Power 1 5 58__2008-08-13,9,3
SC1_2012__Power 1 5 59__2008-08-13,15,6
SC1_2012__Power 1 5 60__2008-08-13,9,3
SC1_2012__Power 1 6 61__2008-08-19,12,5
SC1_2012__Power 1 6 62__2008-08-19,16,7
SC1_2012__Power 1 6 63__2008-08-19,15,6
SC1_2012__Power 1 6 64__2008-08-19,18,8
SC1_2012__Power 1 6 65__2008-08-19,15,6
SC1_2012__Power 1 6 66__2008-08-19,16,7
SC1_2012__Power 1 6 67__2008-09-24,12,5
SC1_2012__Power 1 6 68__2008-09-24,7,2
SC1_2012__Power 1 6 69__2008-09-24,7,2
SC1_2012__Power 1 6 70__2008-09-24,11,4
SC1_2012__Power 1 6 71__2008-09-24,16,7
SC1_2012__Power 1 6 72__2008-09-24,7,2
SC1_2012__Power 1 7 73__2008-08-20,20,10
SC1_2012__Power 1 7 74__2008-08-20,9,3
SC1_2012__Power 1 7 75__2008-08-20,19,9
SC1_2012__Power 1 7 76__2008-08-20,11,4
SC1_2012__Power 1 7 77__2008-08-20,19,9
SC1_2012__Power 1 7 78__2008-08-20,13,5
SC1_2012__Power 1 7 79__2008-08-21,24,11
SC1_2012__Power 1 7 80__2008-08-21,5,1
SC1_2012__Power 1 7 81__2008-08-21,15,6
SC1_2012__Power 1 7 82__2008-08-21,7,2
SC1_2012__Power 1 7 83__2008-08-21,11,4
SC1_2012__Power 1 7 84__2008-08-21,7,2
SC1_2012__Power 1 8 85__2008-08-28,13,5
SC1_2012__Power 1 8 86__2008-08-28,15,6
SC1_2012__Power 1 8 87__2008-08-28,11,4
SC1_2012__Power 1 8 88__2008-08-28,15,6
SC1_2012__Power 1 8 89__2008-08-28,11,4
SC1_2012__Power 1 8 90__2008-08-28,13,5
SC1_2012__Power 1 8 91__2008-08-29,14,6
SC1_2012__Power 1 8 92__2008-08-29,13,5
SC1_2012__Power 1 8 93__2008-08-29,14,6
SC1_2012__Power 1 8 94__2008-08-29,18,8
SC1_2012__Power 1 8 95__2008-08-29,14,6
SC1_2012__Power 1 8 96__2008-08-29,13,5
SC1_2012__Power 1 9 100__2008-09-18,15,6
