sample_id,phylo_div,SR
AD1_2008__Billeter 1 BLTS3 46__2001-07-02,5,1
AD1_2008__Billeter 1 BLTS4 49__2001-07-02,5,1
AD1_2008__Billeter 1 BLTS4 50__2001-07-02,5,1
AD1_2008__Billeter 1 BLTS4 51__2001-07-02,5,1
AD1_2008__Billeter 1 BLTS4 52__2001-07-02,5,1
AD1_2008__Billeter 1 BLTS4 55__2001-07-02,5,1
AD1_2008__Billeter 1 BLTS4 56__2001-07-02,5,1
AD1_2008__Billeter 1 BLTS4 57__2001-07-02,5,1
AD1_2008__Billeter 1 BLTS4 58__2001-07-02,5,1
AD1_2008__Billeter 1 BLTS4 59__2001-07-02,5,1
AD1_2008__Billeter 1 BLTS4 62__2001-07-02,5,1
AD1_2008__Billeter 10 G1 10__2002-07-02,8,4
AD1_2008__Billeter 10 G1 11__2002-07-02,9,5
AD1_2008__Billeter 10 G1 12__2002-07-02,8,4
AD1_2008__Billeter 10 G1 13__2002-07-02,8,4
AD1_2008__Billeter 10 G1 14__2002-07-02,7,3
AD1_2008__Billeter 10 G1 15__2002-07-02,8,4
AD1_2008__Billeter 10 G1 16__2002-07-02,8,4
AD1_2008__Billeter 10 G1 1__2002-07-02,7,3
AD1_2008__Billeter 10 G1 2__2002-07-02,9,5
AD1_2008__Billeter 10 G1 3__2002-07-02,7,3
AD1_2008__Billeter 10 G1 4__2002-07-02,9,5
AD1_2008__Billeter 10 G1 5__2002-07-02,8,4
AD1_2008__Billeter 10 G1 6__2002-07-02,7,3
AD1_2008__Billeter 10 G1 7__2002-07-02,7,3
AD1_2008__Billeter 10 G1 8__2002-07-02,9,5
AD1_2008__Billeter 10 G1 9__2002-07-02,7,3
AD1_2008__Billeter 10 G2 17__2002-07-02,8,4
AD1_2008__Billeter 10 G2 18__2002-07-02,7,3
AD1_2008__Billeter 10 G2 19__2002-07-02,7,3
AD1_2008__Billeter 10 G2 20__2002-07-02,7,3
AD1_2008__Billeter 10 G2 21__2002-07-02,7,3
AD1_2008__Billeter 10 G2 22__2002-07-02,8,4
AD1_2008__Billeter 10 G2 23__2002-07-02,8,4
AD1_2008__Billeter 10 G2 24__2002-07-02,8,4
AD1_2008__Billeter 10 G2 25__2002-07-02,7,3
AD1_2008__Billeter 10 G2 26__2002-07-02,8,4
AD1_2008__Billeter 10 G2 27__2002-07-02,8,4
AD1_2008__Billeter 10 G2 28__2002-07-02,7,3
AD1_2008__Billeter 10 G2 29__2002-07-02,8,4
AD1_2008__Billeter 10 G2 30__2002-07-02,8,4
AD1_2008__Billeter 10 G2 31__2002-07-02,7,3
AD1_2008__Billeter 10 G2 32__2002-07-02,8,4
AD1_2008__Billeter 10 G3 33__2002-07-02,7,3
AD1_2008__Billeter 10 G3 34__2002-07-02,7,3
AD1_2008__Billeter 10 G3 35__2002-07-02,8,4
AD1_2008__Billeter 10 G3 36__2002-07-02,8,4
AD1_2008__Billeter 10 G3 37__2002-07-02,7,3
AD1_2008__Billeter 10 G3 38__2002-07-02,7,3
AD1_2008__Billeter 10 G3 39__2002-07-02,7,3
AD1_2008__Billeter 10 G3 40__2002-07-02,8,4
AD1_2008__Billeter 10 G3 41__2002-07-02,8,4
AD1_2008__Billeter 10 G3 42__2002-07-02,7,3
AD1_2008__Billeter 10 G3 43__2002-07-02,7,3
AD1_2008__Billeter 10 G3 44__2002-07-02,7,3
AD1_2008__Billeter 10 G3 45__2002-07-02,7,3
AD1_2008__Billeter 10 G3 46__2002-07-02,7,3
AD1_2008__Billeter 10 G3 47__2002-07-02,7,3
AD1_2008__Billeter 10 G3 48__2002-07-02,7,3
AD1_2008__Billeter 10 G4 49__2002-07-02,8,4
AD1_2008__Billeter 10 G4 50__2002-07-02,7,3
AD1_2008__Billeter 10 G4 51__2002-07-02,7,3
AD1_2008__Billeter 10 G4 52__2002-07-02,8,4
AD1_2008__Billeter 10 G4 53__2002-07-02,7,3
AD1_2008__Billeter 10 G4 54__2002-07-02,8,4
AD1_2008__Billeter 10 G4 55__2002-07-02,8,4
AD1_2008__Billeter 10 G4 56__2002-07-02,8,4
AD1_2008__Billeter 10 G4 57__2002-07-02,7,3
AD1_2008__Billeter 10 G4 58__2002-07-02,7,3
AD1_2008__Billeter 10 G4 59__2002-07-02,7,3
AD1_2008__Billeter 10 G4 60__2002-07-02,7,3
AD1_2008__Billeter 10 G4 61__2002-07-02,7,3
AD1_2008__Billeter 10 G4 62__2002-07-02,7,3
AD1_2008__Billeter 10 G4 63__2002-07-02,7,3
AD1_2008__Billeter 10 G4 64__2002-07-02,8,4
AD1_2008__Billeter 11 N1 12__2001-07-02,5,1
AD1_2008__Billeter 11 N1 13__2001-07-02,5,1
AD1_2008__Billeter 11 N1 16__2001-07-02,5,1
AD1_2008__Billeter 11 N1 1__2001-07-02,5,1
AD1_2008__Billeter 11 N1 2__2001-07-02,5,1
AD1_2008__Billeter 11 N1 3__2001-07-02,5,1
AD1_2008__Billeter 11 N1 4__2001-07-02,5,1
AD1_2008__Billeter 11 N1 5__2001-07-02,5,1
AD1_2008__Billeter 11 N1 9__2001-07-02,6,2
AD1_2008__Billeter 11 N2 17__2001-07-02,5,1
AD1_2008__Billeter 11 N2 18__2001-07-02,5,1
AD1_2008__Billeter 11 N2 19__2001-07-02,5,1
AD1_2008__Billeter 11 N2 20__2001-07-02,5,1
AD1_2008__Billeter 11 N2 21__2001-07-02,5,1
AD1_2008__Billeter 11 N2 22__2001-07-02,5,1
AD1_2008__Billeter 11 N2 23__2001-07-02,5,1
AD1_2008__Billeter 11 N2 25__2001-07-02,5,1
AD1_2008__Billeter 11 N2 26__2001-07-02,5,1
AD1_2008__Billeter 11 N2 27__2001-07-02,5,1
AD1_2008__Billeter 11 N2 28__2001-07-02,5,1
AD1_2008__Billeter 11 N2 29__2001-07-02,5,1
AD1_2008__Billeter 11 N2 30__2001-07-02,5,1
AD1_2008__Billeter 11 N2 31__2001-07-02,5,1
AD1_2008__Billeter 11 N2 32__2001-07-02,5,1
AD1_2008__Billeter 11 N3 33__2001-07-02,5,1
AD1_2008__Billeter 11 N3 34__2001-07-02,5,1
AD1_2008__Billeter 11 N3 36__2001-07-02,5,1
AD1_2008__Billeter 11 N3 37__2001-07-02,5,1
AD1_2008__Billeter 11 N3 38__2001-07-02,5,1
AD1_2008__Billeter 11 N3 39__2001-07-02,5,1
AD1_2008__Billeter 11 N3 40__2001-07-02,5,1
AD1_2008__Billeter 11 N3 41__2001-07-02,5,1
AD1_2008__Billeter 11 N3 42__2001-07-02,5,1
AD1_2008__Billeter 11 N3 44__2001-07-02,5,1
AD1_2008__Billeter 11 N3 45__2001-07-02,5,1
AD1_2008__Billeter 11 N3 47__2001-07-02,5,1
AD1_2008__Billeter 11 N3 48__2001-07-02,5,1
AD1_2008__Billeter 11 N4 49__2001-07-02,5,1
AD1_2008__Billeter 11 N4 52__2001-07-02,5,1
AD1_2008__Billeter 11 N4 53__2001-07-02,5,1
AD1_2008__Billeter 11 N4 54__2001-07-02,5,1
AD1_2008__Billeter 11 N4 55__2001-07-02,5,1
AD1_2008__Billeter 11 N4 58__2001-07-02,5,1
AD1_2008__Billeter 11 N4 59__2001-07-02,5,1
AD1_2008__Billeter 11 N4 60__2001-07-02,5,1
AD1_2008__Billeter 11 N4 61__2001-07-02,5,1
AD1_2008__Billeter 11 N4 62__2001-07-02,5,1
AD1_2008__Billeter 11 N4 63__2001-07-02,5,1
AD1_2008__Billeter 11 N4 64__2001-07-02,5,1
AD1_2008__Billeter 12 N1 10__2002-07-02,6,2
AD1_2008__Billeter 12 N1 11__2002-07-02,6,2
AD1_2008__Billeter 12 N1 12__2002-07-02,7,3
AD1_2008__Billeter 12 N1 13__2002-07-02,6,2
AD1_2008__Billeter 12 N1 14__2002-07-02,6,2
AD1_2008__Billeter 12 N1 15__2002-07-02,6,2
AD1_2008__Billeter 12 N1 16__2002-07-02,6,2
AD1_2008__Billeter 12 N1 1__2002-07-02,5,1
AD1_2008__Billeter 12 N1 2__2002-07-02,7,3
AD1_2008__Billeter 12 N1 3__2002-07-02,6,2
AD1_2008__Billeter 12 N1 4__2002-07-02,7,3
AD1_2008__Billeter 12 N1 5__2002-07-02,5,1
AD1_2008__Billeter 12 N1 6__2002-07-02,7,3
AD1_2008__Billeter 12 N1 7__2002-07-02,8,4
AD1_2008__Billeter 12 N1 8__2002-07-02,6,2
AD1_2008__Billeter 12 N1 9__2002-07-02,8,4
AD1_2008__Billeter 12 N2 17__2002-07-02,6,2
AD1_2008__Billeter 12 N2 18__2002-07-02,6,2
AD1_2008__Billeter 12 N2 19__2002-07-02,6,2
AD1_2008__Billeter 12 N2 20__2002-07-02,7,3
AD1_2008__Billeter 12 N2 21__2002-07-02,8,4
AD1_2008__Billeter 12 N2 22__2002-07-02,6,2
AD1_2008__Billeter 12 N2 24__2002-07-02,6,2
AD1_2008__Billeter 12 N2 25__2002-07-02,7,3
AD1_2008__Billeter 12 N2 26__2002-07-02,7,3
AD1_2008__Billeter 12 N2 27__2002-07-02,6,2
AD1_2008__Billeter 12 N2 28__2002-07-02,7,3
AD1_2008__Billeter 12 N2 29__2002-07-02,6,2
AD1_2008__Billeter 12 N2 30__2002-07-02,6,2
AD1_2008__Billeter 12 N2 31__2002-07-02,6,2
AD1_2008__Billeter 12 N2 32__2002-07-02,6,2
AD1_2008__Billeter 12 N3 33__2002-07-02,8,4
AD1_2008__Billeter 12 N3 34__2002-07-02,7,3
AD1_2008__Billeter 12 N3 35__2002-07-02,6,2
AD1_2008__Billeter 12 N3 36__2002-07-02,6,2
AD1_2008__Billeter 12 N3 37__2002-07-02,5,1
AD1_2008__Billeter 12 N3 38__2002-07-02,7,3
AD1_2008__Billeter 12 N3 39__2002-07-02,6,2
AD1_2008__Billeter 12 N3 40__2002-07-02,7,3
AD1_2008__Billeter 12 N3 41__2002-07-02,7,3
AD1_2008__Billeter 12 N3 42__2002-07-02,6,2
AD1_2008__Billeter 12 N3 43__2002-07-02,5,1
AD1_2008__Billeter 12 N3 44__2002-07-02,7,3
AD1_2008__Billeter 12 N3 45__2002-07-02,7,3
AD1_2008__Billeter 12 N3 46__2002-07-02,6,2
AD1_2008__Billeter 12 N3 47__2002-07-02,6,2
AD1_2008__Billeter 12 N3 48__2002-07-02,7,3
AD1_2008__Billeter 12 N4 49__2002-07-02,5,1
AD1_2008__Billeter 12 N4 50__2002-07-02,6,2
AD1_2008__Billeter 12 N4 51__2002-07-02,8,4
AD1_2008__Billeter 12 N4 52__2002-07-02,6,2
AD1_2008__Billeter 12 N4 53__2002-07-02,7,3
AD1_2008__Billeter 12 N4 54__2002-07-02,7,3
AD1_2008__Billeter 12 N4 55__2002-07-02,6,2
AD1_2008__Billeter 12 N4 56__2002-07-02,6,2
AD1_2008__Billeter 12 N4 57__2002-07-02,6,2
AD1_2008__Billeter 12 N4 58__2002-07-02,6,2
AD1_2008__Billeter 12 N4 59__2002-07-02,6,2
AD1_2008__Billeter 12 N4 60__2002-07-02,6,2
AD1_2008__Billeter 12 N4 61__2002-07-02,6,2
AD1_2008__Billeter 12 N4 62__2002-07-02,6,2
AD1_2008__Billeter 12 N4 63__2002-07-02,6,2
AD1_2008__Billeter 12 N4 64__2002-07-02,6,2
AD1_2008__Billeter 13 SLTS1 10__2001-07-02,6,2
AD1_2008__Billeter 13 SLTS1 11__2001-07-02,6,2
AD1_2008__Billeter 13 SLTS1 12__2001-07-02,6,2
AD1_2008__Billeter 13 SLTS1 13__2001-07-02,5,1
AD1_2008__Billeter 13 SLTS1 14__2001-07-02,7,3
AD1_2008__Billeter 13 SLTS1 15__2001-07-02,6,2
AD1_2008__Billeter 13 SLTS1 16__2001-07-02,8,4
AD1_2008__Billeter 13 SLTS1 1__2001-07-02,7,3
AD1_2008__Billeter 13 SLTS1 2__2001-07-02,7,3
AD1_2008__Billeter 13 SLTS1 3__2001-07-02,5,1
AD1_2008__Billeter 13 SLTS1 4__2001-07-02,6,2
AD1_2008__Billeter 13 SLTS1 5__2001-07-02,7,3
AD1_2008__Billeter 13 SLTS1 6__2001-07-02,8,4
AD1_2008__Billeter 13 SLTS1 7__2001-07-02,6,2
AD1_2008__Billeter 13 SLTS1 8__2001-07-02,5,1
AD1_2008__Billeter 13 SLTS1 9__2001-07-02,6,2
AD1_2008__Billeter 13 SLTS10 56__2001-07-02,5,1
AD1_2008__Billeter 13 SLTS11 57__2001-07-02,7,3
AD1_2008__Billeter 13 SLTS12 58__2001-07-02,6,2
AD1_2008__Billeter 13 SLTS14 59__2001-07-02,6,2
AD1_2008__Billeter 13 SLTS15 60__2001-07-02,6,2
AD1_2008__Billeter 13 SLTS16 61__2001-07-02,6,2
AD1_2008__Billeter 13 SLTS17 62__2001-07-02,6,2
AD1_2008__Billeter 13 SLTS18 63__2001-07-02,8,4
AD1_2008__Billeter 13 SLTS19 64__2001-07-02,7,3
AD1_2008__Billeter 13 SLTS2 17__2001-07-02,7,3
AD1_2008__Billeter 13 SLTS2 18__2001-07-02,7,3
AD1_2008__Billeter 13 SLTS2 19__2001-07-02,5,1
AD1_2008__Billeter 13 SLTS2 20__2001-07-02,8,4
AD1_2008__Billeter 13 SLTS2 21__2001-07-02,8,4
AD1_2008__Billeter 13 SLTS2 22__2001-07-02,5,1
AD1_2008__Billeter 13 SLTS2 23__2001-07-02,5,1
AD1_2008__Billeter 13 SLTS2 24__2001-07-02,6,2
AD1_2008__Billeter 13 SLTS2 25__2001-07-02,8,4
AD1_2008__Billeter 13 SLTS2 26__2001-07-02,7,3
AD1_2008__Billeter 13 SLTS2 27__2001-07-02,6,2
AD1_2008__Billeter 13 SLTS2 28__2001-07-02,7,3
AD1_2008__Billeter 13 SLTS2 29__2001-07-02,7,3
AD1_2008__Billeter 13 SLTS2 30__2001-07-02,6,2
AD1_2008__Billeter 13 SLTS2 31__2001-07-02,6,2
AD1_2008__Billeter 13 SLTS2 32__2001-07-02,5,1
AD1_2008__Billeter 13 SLTS20 65__2001-07-02,7,3
AD1_2008__Billeter 13 SLTS21 66__2001-07-02,6,2
AD1_2008__Billeter 13 SLTS23 67__2001-07-02,6,2
AD1_2008__Billeter 13 SLTS3 33__2001-07-02,6,2
AD1_2008__Billeter 13 SLTS3 34__2001-07-02,6,2
AD1_2008__Billeter 13 SLTS3 35__2001-07-02,6,2
AD1_2008__Billeter 13 SLTS3 36__2001-07-02,7,3
AD1_2008__Billeter 13 SLTS3 37__2001-07-02,6,2
AD1_2008__Billeter 13 SLTS3 38__2001-07-02,6,2
AD1_2008__Billeter 13 SLTS3 39__2001-07-02,8,4
AD1_2008__Billeter 13 SLTS3 40__2001-07-02,6,2
AD1_2008__Billeter 13 SLTS3 41__2001-07-02,6,2
AD1_2008__Billeter 13 SLTS3 42__2001-07-02,7,3
AD1_2008__Billeter 13 SLTS3 43__2001-07-02,6,2
AD1_2008__Billeter 13 SLTS3 44__2001-07-02,6,2
AD1_2008__Billeter 13 SLTS3 45__2001-07-02,6,2
AD1_2008__Billeter 13 SLTS3 46__2001-07-02,6,2
AD1_2008__Billeter 13 SLTS3 47__2001-07-02,6,2
AD1_2008__Billeter 13 SLTS3 48__2001-07-02,6,2
AD1_2008__Billeter 13 SLTS3 49__2001-07-02,7,3
AD1_2008__Billeter 13 SLTS30 68__2001-07-02,6,2
AD1_2008__Billeter 13 SLTS31 69__2001-07-02,6,2
AD1_2008__Billeter 13 SLTS32 70__2001-07-02,6,2
AD1_2008__Billeter 13 SLTS33 71__2001-07-02,6,2
AD1_2008__Billeter 13 SLTS34 72__2001-07-02,8,4
AD1_2008__Billeter 13 SLTS4 50__2001-07-02,6,2
AD1_2008__Billeter 13 SLTS5 51__2001-07-02,5,1
AD1_2008__Billeter 13 SLTS6 52__2001-07-02,6,2
AD1_2008__Billeter 13 SLTS7 53__2001-07-02,6,2
AD1_2008__Billeter 13 SLTS8 54__2001-07-02,7,3
AD1_2008__Billeter 13 SLTS9 55__2001-07-02,7,3
AD1_2008__Billeter 14 SLTS1 10__2002-07-02,6,2
AD1_2008__Billeter 14 SLTS1 11__2002-07-02,6,2
AD1_2008__Billeter 14 SLTS1 12__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS1 13__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS1 14__2002-07-02,8,4
AD1_2008__Billeter 14 SLTS1 15__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS1 16__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS1 1__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS1 2__2002-07-02,8,4
AD1_2008__Billeter 14 SLTS1 3__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS1 49__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS1 4__2002-07-02,8,4
AD1_2008__Billeter 14 SLTS1 50__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS1 51__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS1 52__2002-07-02,8,4
AD1_2008__Billeter 14 SLTS1 53__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS1 54__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS1 55__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS1 56__2002-07-02,8,4
AD1_2008__Billeter 14 SLTS1 57__2002-07-02,6,2
AD1_2008__Billeter 14 SLTS1 58__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS1 59__2002-07-02,8,4
AD1_2008__Billeter 14 SLTS1 5__2002-07-02,8,4
AD1_2008__Billeter 14 SLTS1 60__2002-07-02,8,4
AD1_2008__Billeter 14 SLTS1 61__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS1 62__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS1 63__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS1 64__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS1 65__2002-07-02,9,5
AD1_2008__Billeter 14 SLTS1 66__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS1 67__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS1 68__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS1 69__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS1 6__2002-07-02,8,4
AD1_2008__Billeter 14 SLTS1 70__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS1 71__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS1 72__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS1 73__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS1 74__2002-07-02,6,2
AD1_2008__Billeter 14 SLTS1 75__2002-07-02,8,4
AD1_2008__Billeter 14 SLTS1 76__2002-07-02,8,4
AD1_2008__Billeter 14 SLTS1 77__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS1 78__2002-07-02,6,2
AD1_2008__Billeter 14 SLTS1 79__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS1 7__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS1 80__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS1 81__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS1 82__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS1 83__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS1 84__2002-07-02,8,4
AD1_2008__Billeter 14 SLTS1 85__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS1 86__2002-07-02,8,4
AD1_2008__Billeter 14 SLTS1 87__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS1 88__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS1 8__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS1 9__2002-07-02,8,4
AD1_2008__Billeter 14 SLTS10 95__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS11 96__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS12 97__2002-07-02,8,4
AD1_2008__Billeter 14 SLTS13 98__2002-07-02,8,4
AD1_2008__Billeter 14 SLTS14 99__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS15 100__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS16 101__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS17 102__2002-07-02,8,4
AD1_2008__Billeter 14 SLTS18 103__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS19 104__2002-07-02,5,1
AD1_2008__Billeter 14 SLTS2 17__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS2 18__2002-07-02,8,4
AD1_2008__Billeter 14 SLTS2 19__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS2 20__2002-07-02,8,4
AD1_2008__Billeter 14 SLTS2 21__2002-07-02,8,4
AD1_2008__Billeter 14 SLTS2 22__2002-07-02,8,4
AD1_2008__Billeter 14 SLTS2 23__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS2 24__2002-07-02,8,4
AD1_2008__Billeter 14 SLTS2 25__2002-07-02,8,4
AD1_2008__Billeter 14 SLTS2 26__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS2 27__2002-07-02,8,4
AD1_2008__Billeter 14 SLTS2 28__2002-07-02,9,5
AD1_2008__Billeter 14 SLTS2 29__2002-07-02,8,4
AD1_2008__Billeter 14 SLTS2 30__2002-07-02,6,2
AD1_2008__Billeter 14 SLTS2 31__2002-07-02,8,4
AD1_2008__Billeter 14 SLTS2 32__2002-07-02,6,2
AD1_2008__Billeter 14 SLTS20 105__2002-07-02,8,4
AD1_2008__Billeter 14 SLTS21 106__2002-07-02,8,4
AD1_2008__Billeter 14 SLTS22 107__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS23 108__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS24 109__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS25 110__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS26 111__2002-07-02,6,2
AD1_2008__Billeter 14 SLTS27 112__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS28 113__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS29 114__2002-07-02,6,2
AD1_2008__Billeter 14 SLTS3 33__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS3 34__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS3 35__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS3 36__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS3 37__2002-07-02,8,4
AD1_2008__Billeter 14 SLTS3 38__2002-07-02,6,2
AD1_2008__Billeter 14 SLTS3 39__2002-07-02,8,4
AD1_2008__Billeter 14 SLTS3 40__2002-07-02,8,4
AD1_2008__Billeter 14 SLTS3 41__2002-07-02,8,4
AD1_2008__Billeter 14 SLTS3 42__2002-07-02,8,4
AD1_2008__Billeter 14 SLTS3 43__2002-07-02,8,4
AD1_2008__Billeter 14 SLTS3 44__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS3 45__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS3 46__2002-07-02,8,4
AD1_2008__Billeter 14 SLTS3 47__2002-07-02,6,2
AD1_2008__Billeter 14 SLTS3 48__2002-07-02,6,2
AD1_2008__Billeter 14 SLTS3 89__2002-07-02,6,2
AD1_2008__Billeter 14 SLTS30 115__2002-07-02,8,4
AD1_2008__Billeter 14 SLTS31 116__2002-07-02,5,1
AD1_2008__Billeter 14 SLTS32 117__2002-07-02,6,2
AD1_2008__Billeter 14 SLTS33 118__2002-07-02,6,2
AD1_2008__Billeter 14 SLTS34 119__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS4 90__2002-07-02,8,4
AD1_2008__Billeter 14 SLTS6 91__2002-07-02,6,2
AD1_2008__Billeter 14 SLTS7 92__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS8 93__2002-07-02,7,3
AD1_2008__Billeter 14 SLTS9 94__2002-07-02,7,3
AD1_2008__Billeter 15 B-BRE 10__2001-12-31,14,8
AD1_2008__Billeter 15 B-BRE 11__2001-12-31,19,13
AD1_2008__Billeter 15 B-BRE 12__2001-12-31,15,9
AD1_2008__Billeter 15 B-BRE 13__2001-12-31,18,12
AD1_2008__Billeter 15 B-BRE 14__2001-12-31,14,8
AD1_2008__Billeter 15 B-BRE 15__2001-12-31,18,12
AD1_2008__Billeter 15 B-BRE 16__2001-12-31,17,11
AD1_2008__Billeter 15 B-BRE 1__2001-12-31,12,6
AD1_2008__Billeter 15 B-BRE 2__2001-12-31,19,13
AD1_2008__Billeter 15 B-BRE 3__2001-12-31,17,11
AD1_2008__Billeter 15 B-BRE 4__2001-12-31,14,8
AD1_2008__Billeter 15 B-BRE 5__2001-12-31,14,8
AD1_2008__Billeter 15 B-BRE 6__2001-12-31,14,8
AD1_2008__Billeter 15 B-BRE 7__2001-12-31,11,5
AD1_2008__Billeter 15 B-BRE 8__2001-12-31,17,11
AD1_2008__Billeter 15 B-BRE 9__2001-12-31,21,15
AD1_2008__Billeter 15 B-HOE 17__2001-12-31,11,5
AD1_2008__Billeter 15 B-HOE 18__2001-12-31,12,6
AD1_2008__Billeter 15 B-HOE 19__2001-12-31,14,8
AD1_2008__Billeter 15 B-HOE 20__2001-12-31,15,9
AD1_2008__Billeter 15 B-HOE 21__2001-12-31,12,6
AD1_2008__Billeter 15 B-HOE 22__2001-12-31,14,8
AD1_2008__Billeter 15 B-HOE 23__2001-12-31,10,4
AD1_2008__Billeter 15 B-HOE 24__2001-12-31,11,5
AD1_2008__Billeter 15 B-HOE 25__2001-12-31,12,6
AD1_2008__Billeter 15 B-HOE 26__2001-12-31,14,8
AD1_2008__Billeter 15 B-HOE 27__2001-12-31,18,12
AD1_2008__Billeter 15 B-HOE 28__2001-12-31,15,9
AD1_2008__Billeter 15 B-HOE 29__2001-12-31,14,8
AD1_2008__Billeter 15 B-HOE 30__2001-12-31,12,6
AD1_2008__Billeter 15 B-HOE 31__2001-12-31,12,6
AD1_2008__Billeter 15 B-HOE 32__2001-12-31,10,4
AD1_2008__Billeter 15 B-KAP 33__2001-12-31,14,8
AD1_2008__Billeter 15 B-KAP 34__2001-12-31,14,8
AD1_2008__Billeter 15 B-KAP 35__2001-12-31,11,5
AD1_2008__Billeter 15 B-KAP 36__2001-12-31,12,6
AD1_2008__Billeter 15 B-KAP 37__2001-12-31,13,7
AD1_2008__Billeter 15 B-KAP 38__2001-12-31,12,6
AD1_2008__Billeter 15 B-KAP 39__2001-12-31,9,3
AD1_2008__Billeter 15 B-KAP 40__2001-12-31,13,7
AD1_2008__Billeter 15 B-KAP 41__2001-12-31,15,9
AD1_2008__Billeter 15 B-KAP 42__2001-12-31,16,10
AD1_2008__Billeter 15 B-KAP 43__2001-12-31,12,6
AD1_2008__Billeter 15 B-KAP 44__2001-12-31,11,5
AD1_2008__Billeter 15 B-KAP 45__2001-12-31,15,9
AD1_2008__Billeter 15 B-KAP 46__2001-12-31,12,6
AD1_2008__Billeter 15 B-KAP 47__2001-12-31,14,8
AD1_2008__Billeter 15 B-KAP 48__2001-12-31,12,6
AD1_2008__Billeter 15 B-VOE 49__2001-12-31,13,7
AD1_2008__Billeter 15 B-VOE 50__2001-12-31,13,7
AD1_2008__Billeter 15 B-VOE 51__2001-12-31,13,7
AD1_2008__Billeter 15 B-VOE 52__2001-12-31,9,3
AD1_2008__Billeter 15 B-VOE 53__2001-12-31,15,9
AD1_2008__Billeter 15 B-VOE 54__2001-12-31,13,7
AD1_2008__Billeter 15 B-VOE 55__2001-12-31,10,4
AD1_2008__Billeter 15 B-VOE 56__2001-12-31,13,7
AD1_2008__Billeter 15 B-VOE 57__2001-12-31,13,7
AD1_2008__Billeter 15 B-VOE 58__2001-12-31,12,6
AD1_2008__Billeter 15 B-VOE 59__2001-12-31,14,8
AD1_2008__Billeter 15 B-VOE 60__2001-12-31,12,6
AD1_2008__Billeter 15 B-VOE 61__2001-12-31,12,6
